#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-27T21:17:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ea74b405e01	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+AS/124/75&tab:{J/A+AS/124/75/systems}&key:source=J/A+AS/124/75/systems&HTTPPRM:&
#-source=J/A+AS/124/75/systems
#-order=I
#-out=IDS
#-out=Level
#-out=Comp
#-out=Type
#-out=logP
#-out=Sep
#-out=x_Sep
#-out=PA
#-out=Vmag1
#-out=SP1
#-out=Vmag2
#-out=SP2
#-out=Mass1
#-out=MCode1
#-out=Mass2
#-out=MCode2
#-out=Rem
#-out.all=2
#

#RESOURCE=yCat_41240075
#Name: J/A+AS/124/75
#Title: Multiple star catalogue (MSC) (Tokovinin 1997-1999)
#Table	J_A_AS_124_75_systems:
#Name: J/A+AS/124/75/systems
#Title: Individual subsystems
#Column	IDS	(a10)	IDS(1900)	[ucd=meta.id;meta.main]
#Column	Level	(I4)	Level in hierarchy (1)	[ucd=meta.code.multip]
#Column	Comp	(A3)	Component designation	[ucd=meta.id]
#Column	Type	(a6)	Observing technique/status (2)	[ucd=meta.code;obs]
#Column	logP	(F5.2)	? Logarithm (10) of period in days	[ucd=time.period]
#Column	Sep	(F8.3)	Separation or axis	[ucd=pos.angDistance]
#Column	x_Sep	(A1)	['"m] Units of sep. (',",m)	[ucd=meta.unit]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Vmag1	(F5.2)	V-magnitude of the primary	[ucd=phot.mag;em.opt.V]
#Column	SP1	(a5)	Spectral type of the primary	[ucd=src.spType]
#Column	Vmag2	(F5.2)	V-magnitude of the secondary	[ucd=phot.mag;em.opt.V]
#Column	SP2	(a5)	Spectral type of the secondary	[ucd=src.spType]
#Column	Mass1	(F6.2)	Mass of the primary	[ucd=phys.mass]
#Column	MCode1	(A1)	Mass estimation code for primary (3)	[ucd=meta.code]
#Column	Mass2	(F6.2)	Mass of the secondary	[ucd=phys.mass]
#Column	MCode2	(A1)	Mass estimation code for secondary (3)	[ucd=meta.code]
#Column	Rem	(a20)	Remark	[ucd=meta.note]
IDS|Level|Comp|Type|logP|Sep|x_Sep|PA|Vmag1|SP1|Vmag2|SP2|Mass1|MCode1|Mass2|MCode2|Rem
08533-5220|   1|AB |v     | 5.81|   2.700|"|335| 4.74|B5V  | 7.98|     |  7.17|s|  2.24|v|R 87
08533-5220|  11|Aab|S1    |-0.04|   0.309|m|  0| 4.74|B5V  | 0.00|     |  6.40|a|  0.77|m|SB 544
08535+0852|   1|AB |v     | 3.26|   0.620|"|  0|11.42|M3.5 |11.92|     |  0.56|s|  0.31|v|A&A 344 897 1999
08535+0852|  11|Aab|S2    | 0.88|   0.014|"|  0|11.42|M3.5 | 0.00|     |  0.31|a|  0.25|q|AJ 113 2246 1997
08555-0758|   1|AB |Cmrp  | 6.12|   4.097|"|  3| 6.67|A2m  | 6.91|A7m  |  3.07|s|  1.94|a|HR 3552, HD 76369
08555-0758|  11|Aab|S1    | 1.27|   2.053|m|  0| 6.67|A2m  | 0.00|M3V? |  2.76|a|  0.31|a|Obs. 115 193 1995
09027+5454|   1|Aac|E*    | 4.07|   0.121|"|  0|10.20|G5   | 0.00|     |  1.65|s|  0.30|*|AAS 127 257 1998
09027+5454|  11|Aab|E     |-0.32|   0.135|m|  0|10.20|G5V  | 0.00|K5V  |  0.90|*|  0.75|*|AAS 127 257 1998
09057-2957|   1|AB |Chm   | 6.80|  17.600|"|147| 5.59|A4IV-|10.00|     |  3.63|s|  1.40|s|SAO 200049, H 96
09057-2957|  11|Aab|s,v   | 3.83|   0.167|"|128| 5.59|A4IV-| 0.00|     |  2.32|a|  1.31|:|A&AS 64 131 1986
09057-2957|  12|BC |v     | 4.42|   0.300|"| 88|10.50|     |10.80|     |  0.70|*|  0.70|*|B 1113
09088-4312|   1|AB |v     | 6.11|   2.800|"|168| 5.96|B8Vp:| 6.69|-0.04|  8.27|s|  4.32|a|HJ 4188
09088-4312|  11|AP |v     | 4.27|   0.144|"|180| 6.49|B8Vp:| 6.99|     |  4.48|a|  3.79|v|FIN 317
09104-6030|   1|AB |V     | 4.42|   0.265|"|231| 6.97|B9V  | 7.27|     |  5.90|s|  3.48|v|HDO 207
09104-6030|  11|Aab|v     | 3.00|   0.021|"| 35| 6.97|B9V  | 0.00|     |  3.84|a|  2.06|:|CHARA 144
09117-0556|   1|AB |v     | 5.35|   1.600|"|282| 5.24|K2III|11.00|     |  5.80|s|  0.85|v|KUI 40
09117-0556|  11|Aab|S1,A  | 2.96|   0.039|"|  0| 5.24|K2III| 0.00|     |  4.40|a|  1.40|m|SB 564
09126+3713|   1|AB |v     | 5.17|   2.690|"|226| 3.94|A3V  | 6.29|A4V  |  2.54|a|  3.63|s|STF 1334
09126+3713|  12|BP |v     | 2.81|   0.060|"| 83| 6.29|A4V  | 0.00|     |  2.32|a|  1.31|:|CHARA 173
09156-0907|   1|AB |Cmrp  | 8.53| 229.400|"|211| 4.80|G8III| 6.95|F4V  |  3.68|a|  2.12|s|HD 80550 BD-09 2801
09156-0907|  12|BC |Chp   | 6.66|   9.300|"|197| 7.04|F4V  |10.96|K2V  |  1.38|a|  0.74|a|DOO
09176-7428|   1|AC |Cmph  | 6.95|   7.150|"|343| 5.29|A1III| 9.55|0.35 |  5.31|s|  1.30|a|HJ 4206
09176-7428|  11|AB |v     | 4.90|   0.282|"|266| 5.74|A1III| 6.59|     |  3.00|a|  2.31|v|I 12
09180+5200|   1|AB |v     | 5.55|   1.310|"|334| 6.61|G2III| 8.64|     |  3.87|s|  1.53|v|STT 200
09180+5200|  11|Aab|S1    | 1.82|   3.841|m|  0| 6.61|G2III| 0.00|     |  2.78|a|  1.09|m|SB 566
09224-0847|   1|AC |Cmh   | 7.01|  10.670|"|176| 6.58|A2V  |10.47|     |  5.37|s|  0.94|v|BU 590
09224-0847|  11|AB |v     | 4.87|   0.380|"|195| 7.25|A2V  | 7.43|     |  2.76|a|  2.61|v|A 1588
09235-3434|   1|AB |v     | 3.79|   0.100|"|161| 7.20|A5III| 7.30|     |  3.30|s|  2.04|v|B 2215
09235-3434|  11|Aab|s,A   | 2.86|   0.020|"|  0| 7.20|A5III| 0.00|     |  2.10|a|  1.20|:|A&AS 61 53 1985
09241-0219|   1|AB |Chrp  | 6.84|  65.700|"|  3| 4.60|F6V  | 7.18|K0   |  1.51|s|  0.78|a|HJ 1167
09241-0219|  11|Aab|S1    | 3.45|   0.313|"|  0| 4.60|F6V  | 0.00|     |  1.26|a|  0.25|m|A&A 248 485 1991 DM
09291+4024|   1|AB |Chrp  | 7.18|  25.000|"|149| 6.79|F2V  | 8.07|F5   |  3.98|s|  1.65|s|STF 1369
09291+4024|  11|AP |v     | 4.37|   0.300|"|113| 6.95|F2V  | 8.95|G3V? |  3.00|s|  0.98|a|COU 2084
09291+4024|  12|Bab|S1    | 1.45|   2.530|m|  0| 8.07|F5V  | 0.00|     |  1.29|a|  0.36|m|PAZh 24 343 1998
09291+4024| 111|Aab|S2    | 0.23|   0.471|m|  0| 7.45|F2V  | 7.95|F3V  |  1.54|a|  1.46|a|SB 575
09311+5628|   1|Aac|E*    | 3.91|   0.021|"|  0|10.13|A2V  | 0.00|     |  3.30|s|  0.38|*|ASP 130 277 1997
09311+5628|  11|Aab|E,S1  |-0.16|   0.039|m|  0|10.13|A2V  | 0.00|     |  2.76|a|  0.54|m|SB 577, VV UMa
09320+6859|   1|Aac|S1    | 2.80|   0.013|"|  0| 8.10|A3m  | 0.00|     |  2.72|s|  0.88|*|
09320+6859|  11|Aab|S1    | 0.76|   0.504|m|  0| 8.10|A3m  | 0.00|     |  2.00|*|  0.72|m|
09358+1020|   1|Aac|v     | 4.10|   0.463|"| 17| 3.74|A5V  | 5.34|     |  4.55|s|  1.34|v|Opt.Lett. 8 389 1983
09358+1020|  11|Aab|S2,V  | 1.16|   4.560|m|  0| 3.74|A5V  | 0.00|F6II |  2.10|a|  2.45|*|SB 580
09442+2139|   1|AB |v     | 4.70|   0.300|"|209| 6.55|A7IVn| 7.24|A8IV |  3.88|s|  1.86|a|Kui 44
09442+2139|  11|Aab|S2    | 0.62|   0.500|m|  0| 7.30|A7IVn| 7.30|A7IV |  1.94|a|  1.94|a|SB 583
09503-2914|   1|AC |Cmph  | 7.49|  15.700|"|125| 9.37|F3V  |10.80|0.69 |  2.35|s|  0.90|a|B 1136
09503-2914|  11|AB |v     | 5.63|   0.810|"| 94| 9.37|F3V  |11.33|     |  1.46|a|  0.89|v|B 1136
09562+1754|   1|AB |s,E*  | 3.85|   0.147|"|  0| 9.45|K0V, |12.30|M1V  |  1.25|s|  0.85|s|A&A 18 477 1972
09562+1754|  11|Aab|E,S2  |-0.55|   0.145|m|  0| 9.45|K0V  | 0.00|     |  0.78|a|  0.47|*|SB 593, i66
09562+1754|  12|Bab|S2    |-0.09|   0.255|m|  0|13.00|M1V  | 0.00|M3V  |  0.50|*|  0.35|*|SB 594, i31
10030+1227|   1|AB |Cmhrp | 7.60| 177.600|"|307| 1.35|B7V  | 8.13|K0Ve |  5.12|a|  1.10|s|HD 87884 BD+12 2147
10030+1227|  12|BC |v     | 5.20|   2.500|"| 86| 8.13|K0Ve |13.50|     |  0.78|a|  0.32|v|HDO 127
10150+0656|   1|AC |Cmhp  | 7.11|   7.830|"|  8| 8.04|F5III| 9.43|0.43 |  2.49|s|  1.15|a|STF 1426
10150+0656|  11|AB |v     | 5.83|   0.960|"|306| 8.04|F5III| 8.37|     |  1.30|a|  1.19|v|STF 1426
10160-5654|   1|AB |v     | 7.08|   0.400|"|177| 8.85|B2Iab| 9.00|     | 19.66|s| 40.42|v|FIN 162
10160-5654|  11|Aab|E     | 0.20|   0.007|m|  0| 8.85|B2III| 0.00|     | 13.28|a|  6.38|:|HP Car
10172-5532|   1|AC |Ch    | 7.86|  36.700|"|190| 4.50|B3III| 9.80|     | 13.95|s|  1.93|v|RMK 13
10172-5532|  11|AB |Ch    | 6.82|   7.190|"|102| 4.52|B3III| 8.40|     | 11.02|a|  2.93|v|RMK 13
10235-2518|   1|AC |v     | 5.51|   1.350|"|165| 9.13|G3V  |11.86|     |  1.84|s|  0.55|v|B 199
10235-2518|  11|AB |V     | 4.28|   0.200|"|124| 9.05|G3V  | 9.59|     |  0.98|a|  0.86|v|Fin 308
10263-2339|   1|AB |v     | 5.92|   1.930|"| 67| 7.84|A9III|11.65|     |  3.48|s|  0.69|v|B 201
10263-2339|  11|Aab|v     | 4.10|   0.110|"|176| 7.84|A9III| 0.00|F0III|  1.78|a|  1.70|a|CHARA 132
10298+0910|   1|AB |v     | 5.93|   2.180|"|157| 5.81|A2V  | 7.72|0.23 |  3.70|s|  1.69|a|STF 1450
10298+0910|  11|Aab|S1,E  | 0.39|   0.390|m|  0| 5.81|A2V  | 8.16|     |  2.76|a|  0.94|m|SB 618, TX Leo
10319+6038|   1|AB |Ch    | 6.12|   4.400|"|340| 6.83|F6V  |11.00|     |  1.78|s|  0.50|v|STT 222
10319+6038|  11|Aab|S1    | 0.44|   0.664|m|  0| 6.83|F6V  | 0.00|     |  1.25|a|  0.53|m|SB 619
10331-4742|   1|AB |V     | 3.77|   0.340|"|  0| 4.06|F4IV+| 5.70|A6V  |  3.94|s|  2.41|*|SEE 119
10331-4742|  11|Aab|S2    | 1.01|   5.485|m|  0| 4.57|F4IV | 5.12|F0V  |  2.13|*|  1.81|*|SB 623  i=31
10347+1946|   1|AC |Cmphr | 6.62|   6.430|"|355| 8.70|F8   |10.38|0.73 |  1.90|s|  0.88|a|STT 225
10347+1946|  11|AB |v     | 5.16|   0.600|"|227| 8.70|F8   |10.77|     |  1.18|a|  0.72|v|PER
10363-3513|   1|AB |v     | 5.31|   0.620|"| 48| 6.47|G8III| 8.98|     |  5.66|s|  1.71|v|B  2001
10363-3513|  11|Aab|s     |     |   0.000| |  0| 6.47|G8III| 0.00|     |  3.68|a|  1.98|:|A&AS 59 15 1985
10377+4643|   1|AB |Cmrp  | 8.37| 286.900|"| 88| 5.18|F5III| 7.35|F9V  |  1.30|a|  1.35|s|HD 92855 SAO43449
10377+4643|  12|Bab|S1    | 0.75|   1.912|m|  0| 7.35|F9V  | 0.00|     |  1.14|a|  0.21|m|PAZh 20 826 1994
10405-5928|   1|AP |s     | 5.09|   0.155|"|  0| 6.16|O9I  | 0.00|     | 49.00|s| 44.70|s|ApJ 231 742 1979
10405-5928|  11|Aab|S1    | 1.32|   0.378|m|  0| 6.24|O9I  | 0.00|B2V  | 40.00|*|  9.00|*|ApJ 231 742 1979
10405-5928|  12|Pab|E,S1  | 0.78|   0.161|m|  0| 6.24|O9V  | 0.00|B0I  | 28.00|*| 16.70|*|SB 635, i=86
10413-7020|   1|AB |Cmrhp | 7.95|  63.000|"| 75| 6.26|A5IV | 6.46|A6IV |  2.10|a|  3.03|s|HR 4212 HD 93359
10413-7020|  12|BP |v     | 5.04|   0.612|"| 46| 6.56|A6IV | 9.14|     |  2.02|a|  1.01|v|CHARA 227, dV=2.0
10424-6005|   1|AB |Ch    | 6.16|   4.200|"|296| 6.25|A0IV |14.30|     |  6.11|s|  0.44|v|RST 4463
10424-6005|  11|Aab|s2    |     |   0.000|"|  0| 6.25|A0IV | 0.00|     |  3.20|a|  2.91|*|A&AS 61 53 1985. SB-
10483-0143|   1|AB |Cmhpr | 7.36|  35.200|"|178| 6.12|K0III| 8.70|G0V  |  4.55|s|  1.10|a|BD-1 2458, S 617
10483-0143|  11|Aab|S1    | 3.07|   0.045|"|  0| 6.12|K0III| 0.00|     |  4.00|a|  0.55|m|SB 642
10525-1033|   1|AC |Cmh   | 6.62|   4.390|"|  8| 9.01|F0   | 9.43|     |  3.03|s|  1.51|v|A 1770
10525-1033|  11|AB |v     | 5.20|   0.430|"|197| 9.01|F0   | 9.91|     |  1.70|a|  1.33|v|A 1770
10570+1026|   1|AB |Chmp  | 6.74|  11.300|"|270| 9.36|F8Vn |10.65|0.60 |  1.91|s|  0.95|a|STF 1503
10570+1026|  11|Aab|E     |-0.44|   0.161|m|  0| 9.36|F8Vn | 0.00|     |  1.18|a|  0.73|:|AM Leo
10576+6217|   1|AC |Cpmr  | 8.16| 280.000|"|210| 1.79|K0III| 7.12|F8   |  5.70|s|  1.55|s|HD 95638
10576+6217|  11|AB |V,S1  | 4.21|   0.603|"|  0| 1.87|K0III| 4.81|F0V  |  4.00|a|  1.70|a|BU 1077, SB 648
10576+6217|  12|Ca |S1    | 0.78|   2.021|m|  0| 7.12|F8   | 0.00|     |  1.18|a|  0.37|m|SB 647
10596-0341|   1|AB |Chp   | 6.10|  11.400|"|220| 7.40|G5V  |10.25|M0V  |  0.90|a|  0.92|s|STF 1506
10596-0341|  12|BC |V     | 3.93|   0.280|"|  0|10.84|M0V  |11.19|     |  0.47|a|  0.45|v|A 676
11000-5756|   1|AB |v     | 6.62|   2.300|"|123| 8.40|K3III|12.80|     |  7.36|s|  1.23|v|JSP 459
11000-5756|  11|AP |v,s   | 5.07|   0.200|"|145| 8.40|K3III| 9.20|A2   |  4.60|a|  2.76|a|HLN
11104-1734|   1|AC |Cmp   | 7.45|  83.000|"|320| 9.97|K7V  |13.64|M3.5V|  1.20|s|  0.31|a|LDS 342
11104-1734|  11|AB |Cmrp  | 6.54|  19.000|"|262| 9.97|K7V  |10.04|K7V  |  0.60|a|  0.60|a|BD-17 3337, LDS 342
11119-0635|   1|AB |v     | 5.37|   1.000|"|210| 6.14|A3Vp |11.50|     |  4.40|s|  0.63|v|BU 600
11119-0635|  11|Aab|S2    | 0.77|   0.817|m|  0| 6.67|A3Vp | 7.17|A8V  |  2.54|a|  1.86|a|SB 666, i<81
11128+3205|   1|AB |V,S2  | 4.34|   2.530|"|  0| 4.32|G0V  | 4.79|G0V  |  1.14|s|  0.94|s|HR 4374 HD 98230
11128+3205|  11|Aab|S1,A,V| 2.82|   0.199|"|  0| 4.41|G0V  | 0.00|     |  1.10|a|  0.04|m|SB 668
11128+3205|  12|Bab|S1    | 0.60|   6.125|m|  0| 4.79|G5V  | 0.00|     |  0.90|a|  0.04|m|SB 667
11130-5833|   1|AB |v     | 5.87|   1.570|"| 59| 7.25|A0III| 8.00|     |  3.23|a|  5.33|s|R 163
11130-5833|  12|BC |v     | 4.97|   0.340|"| 31| 8.00|     | 9.05|     |  3.00|*|  2.33|*|RST 4472
11137+3844|   1|AP |Cmp   | 8.83|   8.300|'|  0| 4.78|A1V  | 7.19|F2V  |  6.10|s|  1.54|a|HD 98423
11137+3844|  11|AB |V,S2  | 3.27|  91.300|m|  0| 5.39|A1V  | 5.69|A1V  |  4.30|s|  1.80|*|CHARA 133
11137+3844| 111|Aab|S2    | 0.41|   0.999|m|  0| 5.89|A1V  | 6.47|A2V  |  2.30|*|  2.00|*|SB 669
11171-2414|   1|AB |V     | 5.11|   1.504|"|  3| 9.41|K4V  | 9.94|     |  1.09|s|  1.47|s|I 507
11171-2414|  11|Aab|S1    | 2.42|   0.018|"|  0| 9.41|K4V  | 0.00|     |  0.90|*|  0.19|m|ApJ 452 870 1995
11171-2414|  12|Bab|S2,v  | 2.50|   0.022|"|  0|10.18|1.41 |11.68|     |  0.80|*|  0.67|q|ApJ 452 870 1995
11179+0441|   1|AC |Ch    | 6.61|   6.000|"| 61| 8.10|F5   |13.50|     |  2.58|s|  0.41|v|A 2776
11179+0441|  11|AB |V     | 4.39|   0.238|"|  0| 8.80|F5   | 8.80|     |  1.29|a|  1.29|v|A 2776
11242-1648|   1|AB |Chp   | 7.64|  28.200|"|331| 9.10|F6V  | 9.10|G0   |  1.26|a|  1.97|s|H 112
11242-1648|  12|BC |v     | 5.42|   0.800|"|206| 9.50|G0   |10.50|     |  1.10|a|  0.87|v|BU 601
11248+3031|   1|AB |Cmpr  | 7.67|  67.000|"| 33| 6.84|A9Vn | 9.47|G5   |  4.39|s|  0.90|a|BD+30 2164, STT 111
11248+3031|  11|Aab|S2,E  |-0.36|   0.280|m|  0| 6.93|A9Vn | 9.60|     |  4.10|*|  0.29|*|SB 673, AW UMa i=79
11254+4150|   1|AB |V,s   | 4.50|   0.410|"|  0| 7.52|F2V  | 7.92|     |  2.93|s|  1.38|v|STT 234
11254+4150|  11|Aab|S2    | 0.87|   1.361|m|  0| 7.52|F2V  | 0.00|     |  1.54|a|  1.39|q|SB 675   i=69
11270-0259|   1|AB |Chmr  | 6.56|  10.700|"|127| 8.70|K0   | 9.40|     |  0.78|a|  1.32|s|BD-02 3365, STF 1548
11270-0259|  12|BC |v     | 4.33|   0.300|"|320| 9.90|     |10.40|     |  0.69|*|  0.63|v|Rst 4480
11295+1720|   1|AC |Chpm  | 8.53|  63.000|"|234| 5.95|B4V  | 9.64|F5   | 15.22|s|  1.29|a|BD+17 2373, STF 1552
11295+1720|  11|AB |Chrp  | 6.68|   3.600|"|208| 6.25|B4V  | 7.30|B6   |  9.46|s|  5.76|a|STF 1552
11295+1720| 111|Aab|S1    | 0.58|   0.263|m|  0| 6.25|B4V  | 0.00|     |  8.68|a|  0.78|m|ApJS 74 551 1990
11311+5642|   1|AB |Chmrp | 6.00|   6.100|"|166| 7.72|G3V  | 8.22|0.75 |  0.98|a|  1.48|s|STF 1553
11311+5642|  12|Bab|S1    | 3.23|   0.072|"|  0| 8.32|G7V  |10.82|K7V  |  0.88|*|  0.60|a|A&AS 136 373 1999
11319+4801|   1|AB |v     | 5.09|   1.400|"| 98|11.40|M0V  |11.60|     |  0.68|s|  0.46|v|KU 39
11319+4801|  11|Aab|S1,E  | 0.01|   0.487|m|  0|11.40|M0V  | 0.00|     |  0.47|a|  0.21|m|SB 677, DF UMa
11335+4539|   1|AB |Cmrp  | 5.89|   9.220|"|250| 6.50|G0V  | 8.37|K2V  |  1.10|a|  1.05|s|STF 1561
11335+4539|  12|Bab|S1    | 1.37|   7.009|m|  0| 8.37|K2V  | 0.00|     |  0.74|a|  0.31|m|SB 680
11348-6451|   1|AB |v,s   | 4.52|   0.217|"|244| 5.50|G2III| 6.30|A0V  |  3.28|s|  3.20|a|B  1705
11348-6451|  11|Aab|S1    | 1.79|   2.624|m|  0| 5.50|G2III| 0.00|     |  2.78|a|  0.50|m|SAfrAC 11 1 1987
11381-3859|   1|AB |Cmph  | 7.10|  24.890|"|334| 8.36|G1V  | 9.79|0.81 |  1.06|a|  1.75|s|LDS 358
11381-3859|  12|BC |v     | 5.78|   2.810|"|239| 9.79|0.81 | 9.75|0.69 |  0.85|a|  0.90|a|I 1547
11416-5728|   1|AC |Cph   | 7.55|   7.770|"|276| 7.70|B5V  |10.57|0.13 |  8.08|s|  2.24|a|HU 1485
11416-5728|  11|AB |v     | 6.97|   2.940|"|319| 7.73|B5V  |11.97|     |  6.40|a|  1.68|v|HU 1485
11428+2046|   1|AB |Cmhpr | 7.80|  74.300|"|355| 4.53|A7V+ | 9.00|G5V  |  4.20|s|  0.90|a|BD+21 2357, STF 7
11428+2046|  11|Aab|S2,V  | 1.86|   7.500|m|  0| 5.56|A7V  | 5.06|G5III|  2.20|*|  2.00|*|SB 690 + AJ 110 376
11459-0446|   1|AB |v,o   | 4.11|   0.200|"| 44| 5.64|K0III| 0.00|     |  5.51|s|  2.13|:|McA 36
11459-0446|  11|Aab|S1,o,A| 2.69|   0.020|"|  0| 5.64|K0III| 0.00|     |  4.00|a|  1.51|m|SB 693
11499+4701|   1|AD |Cmhrp | 8.33|  63.000|"|  0| 6.54|A3Vn | 6.81|A1p  |  7.41|s|  2.98|a|HR 4561, HD 103498
11499+4701|  11|AC |Chp   | 6.59|   3.860|"| 41| 6.54|A3Vn | 8.32|0.135|  5.20|s|  2.21|a|STF 1579
11499+4701| 111|AB |V     | 4.62|   0.225|"|142| 6.70|A3Vn | 8.50|     |  3.70|s|  1.50|v|A 1777
11499+4701|1111|Aab|S2,E  | 0.24|   0.179|m|  0| 7.40|A3Vn | 7.40|A3Vn |  1.80|*|  1.90|*|SB 694, DN UMa
12010+6915|   1|AC |v     | 6.22|   3.000|"|309| 7.10|F5   |15.00|     |  2.54|s|  0.29|v|STF 3123
12010+6915|  11|AB |V     | 4.65|   0.298|"|181| 7.79|F5   | 7.91|     |  1.29|a|  1.25|v|STF 3123
12012-6509|   1|AB |Chp   | 6.84|   8.800|"| 60| 6.06|G8III| 7.97|A3   |  7.36|s|  2.54|a|HJ 4498
12012-6509|  11|AP |v,s   | 4.25|   0.150|"| 66| 6.81|G8III| 6.81|     |  3.68|a|  3.68|v|FIN 367
12021+6938|   1|Aac|S1    | 3.38|   0.093|"|  0| 8.25|G5   | 0.00|     |  1.63|s|  0.38|m|AAS 76 459 1988
12021+6938|  11|Aab|S2    | 0.59|   1.199|m|  0| 8.48|G5V  | 9.98|K3V  |  0.90|a|  0.73|a|AAS 76 459 1988
12091+3320|   1|AB |Chrmp | 7.35|  26.700|"| 88| 6.98|K2III| 8.75|F9V  |  4.40|a|  2.17|s|BD+33 2206
12091+3320|  12|BC |v     | 6.10|   2.700|"|276| 8.75|F9V  |14.00|M0V  |  1.70|s|  0.47|a|A 2058
12091+3320| 121|Bab|S1    | 2.00|   4.587|m|  0| 8.75|F9V  | 0.00|     |  1.14|a|  0.56|m|SB 712
12093+1223|   1|AB |v     | 5.67|   1.730|"| 16| 9.12|K2V  |12.13|     |  1.95|s|  0.43|v|HU 1137
12093+1223|  11|Aab|S2,E  |-0.39|   0.147|m|  0| 9.47|K2V  |10.52|     |  1.36|*|  0.59|*|SB 713, AH Vir i=80
12148-0007|   1|AB |V,S1,o| 3.68|   0.136|"|318| 4.20|A2IV | 5.12|     |  4.29|s|  1.61|*|McA 37
12148-0007|  11|Aab|S2,V  | 1.86|   7.471|m|  0| 4.60|A2IV | 5.90|     |  2.34|*|  1.95|*|SB 718, MkIII
12190+5443|   1|AC |Ch    | 7.61|  13.170|"|149| 8.31|G5III|12.01|     |  5.64|s|  1.11|v|STT 249
12190+5443|  11|AB |v     | 5.41|   0.420|"|263| 8.31|G5III| 9.18|     |  3.20|a|  2.44|v|STT 249
12210-6233|   1|AC |Cmr   | 7.64|  90.000|"|202| 1.33|B0IV | 4.86|B4V  | 37.81|s| 10.12|s|HR 4729 HD 108250
12210-6233|  11|AB |Chmp  | 5.73|   4.400|"|113| 1.33|B0IV | 1.75|B1Vn | 22.29|s| 15.52|a|HR 4731 HD 108249
12210-6233|  12|CP |v     | 5.53|   2.100|"| 50| 4.86|B4V  |15.00|M0V  |  9.65|s|  0.47|a|A&A 346 1999 in prin
12210-6233| 111|Aab|S1    | 1.88|   0.010|"|  0| 1.33|B0IV | 0.00|     | 17.80|a|  4.49|m|SB 725
12210-6233| 121|Ca |S1    | 0.09|   0.487|m|  0| 4.86|B4V  | 0.00|     |  8.68|a|  0.97|m|RMAA 4 297 1979
12219-0259|   1|AD |Cmph  | 7.25|  24.830|"|146| 8.89|G5V  |10.33|0.84 |  1.60|s|  0.84|a|HJ 210
12219-0259|  11|AB |v     | 4.29|   0.230|"|108| 8.89|G5V  |10.03|     |  0.90|a|  0.70|v|A 79
12226-6113|   1|AB |v     | 5.36|   2.051|"|  0| 7.56|G3V  | 8.51|     |  0.98|a|  1.56|s|RST 4499
12226-6113|  12|BC |v     | 4.01|   0.220|"|  0| 9.26|K0V? | 9.26|     |  0.78|a|  0.78|v|RST 4499
12257+6945|   1|Aab|S1,a  | 3.23|   0.030|"|  0| 5.07|M3III| 0.00|     |  6.30|a|  1.06|s|A&A 193 180 1988
12257+6945|  12|Abc|E     |-0.78|   0.034|m|  0|10.00|WD   | 0.00|M4V  |  0.80|*|  0.26|a|A&A 193 180 1988
12294+0631|   1|AC |Cmh   | 8.19|  77.100|"|  3| 8.60|F5   | 9.50|     |  2.54|s|  1.03|v|BU 797
12294+0631|  11|AB |v     | 5.13|   0.626|"|149| 9.29|F5   | 9.42|     |  1.29|a|  1.25|v|BU 797
12301+1855|   1|AB |Chmrp | 7.01|  20.200|"|271| 5.02|K2III| 6.56|A9Vm |  4.40|a|  3.30|s|HR 4791, HD 109510
12301+1855|  12|Bab|S2    | 0.87|   1.210|m|  0| 7.07|A9Vm | 7.62|     |  1.78|a|  1.52|q|SB 730
12306-1619|   1|AB |Ch    | 6.78|  11.800|"|259| 6.60|F3IV |11.00|     |  2.15|s|  0.53|v|HJ 1218
12306-1619|  11|Aab|v     | 3.82|   0.115|"|108| 6.66|F3IV | 9.76|     |  1.46|a|  0.69|v|FIN 368
12361-1228|   1|AB |Cmrp  | 6.22|   5.349|"|311| 5.98|F5V  | 6.08|F3Vn |  1.93|s|  2.75|s|HR 4821 HD 110317
12361-1228|  11|Aab|S1    | 1.65|   3.575|m|  0| 5.98|F5V  | 0.00|     |  1.29|a|  0.64|m|SB 735
12361-1228|  12|Bab|S2    | 0.16|   0.413|m|  0| 6.08|F3Vn | 0.00|     |  1.46|a|  1.29|q|SB 734
12451+6639|   1|Aac|s3,v  | 3.40|   0.230|"|  0|11.36|M3   |12.06|     |  0.00|s|  0.27|:|AO images, ELODIE
12451+6639|  11|Aab|S2    | 1.73|   0.000| |  0|10.90|     | 0.00|     |  0.00| |  0.00| |A&A 344 897 1999
12484+2147|   1|AC |Chpr  | 7.33|  29.000|"|126| 4.90|G8III| 9.74|G3IV |  5.95|s|  0.98|a|STF 1687
12484+2147|  11|AB |V     | 5.27|   1.420|"|165| 4.90|G8III| 7.22|F3V  |  4.49|s|  1.46|a|STF 1687
