#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-03T22:50:01 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5de6e5ee89d3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=50	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/PASP/116/1012&tab:{J/PASP/116/1012/cat1}&tab:{J/PASP/116/1012/crossid}&key:source=J/PASP/116/1012/cat1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#-order=I
#-out=n_SMV
#-out=SMV
#-joincol={J/PASP/116/1012/cat1}.{SMV}
#-joincol=SMV
#-joincol={J/PASP/116/1012/crossid}.{SMV}
#-outjoin={J/PASP/116/1012/crossid}.{SMV}
#-out=Xpos
#-out=Ypos
#-out=Umag
#-out=e_Umag
#-out=o_Umag
#-out=Bmag
#-out=e_Bmag
#-out=o_Bmag
#-out.all=2
#-out=Vmag
#-out=e_Vmag
#-out=o_Vmag
#-out=Rmag
#-out=e_Rmag
#-out=o_Rmag
#-out=Imag
#-out=e_Imag
#-out=o_Imag
#-out=Memb
#-out=Npm
#-out=RAJ2000
#-out=DEJ2000
#-out=S62
#-out=Sh65
#-out=C68
#-out=UMK
#-out=MT
#-out=E
#-out=PKM
#-out=DGV
#-out=S99
#-out=KS
#-out=Name
#-out.all=2
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#
#Table	J_PASP_116_1012_cat1_J_PASP_116_1012_crossid:
#Name: J/PASP/116/1012/cat1,J/PASP/116/1012/crossid
#Title:
#Column	recno1	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	n_SMV1	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV1	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Xpos1	(F7.1)	X pixel coordinate (G1)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos1	(F7.1)	Y pixel coordinate (G1)	[ucd=pos.cartesian.y;instr.det]
#Column	Umag1	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	e_Umag1	(F6.4)	? U standard error of the mean	[ucd=stat.error;phot.mag;em.opt.U]
#Column	o_Umag1	(I2)	U number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Bmag1	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag1	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	o_Bmag1	(I2)	B number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Vmag1	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag1	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	o_Vmag1	(I2)	V number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Rmag1	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag1	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	o_Rmag1	(I2)	R number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Imag1	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag1	(F6.4)	? I standard error of the mean	[ucd=stat.error;phot.mag;em.opt.I]
#Column	o_Imag1	(I1)	I number of measurements [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Memb1	(I3)	? Mean membership probability in % [NULL integer written as an empty string]	[ucd=stat]
#Column	Npm1	(I1)	Number of independent measures of the proper motion [NULL integer written as an empty string]	[ucd=meta.number]
#Column	RAJ20001	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	recno2	(I8)	Record number assigned by the VizieR team. Should Not be used for identification. [NULL integer written as an empty string]	[ucd=meta.record]
#Column	SMV2	(I7)	Sequential ID number [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	S622	(a7)	Object number in Sandage, 1962ApJ...135..333S (1)	[ucd=meta.id]
#Column	Sh652	(I2)	? Object number in Sharov, 1965SoSht.142...20S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	C682	(I3)	? Object number in Cannon 1968, unpublished dissertation [NULL integer written as an empty string]	[ucd=meta.id]
#Column	UMK2	(I3)	? Object number in Upgren, Mesrobian & Kerridge 1972AJ.....77...74U (2) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	MT2	(a7)	Object number in McClure & Twarog 1977ApJ...214..111M (3)	[ucd=meta.id]
#Column	E2	(a6)	Object number in Caputo et al. 1990AJ.....99..261C (4)	[ucd=meta.id]
#Column	PKM2	(I4)	? Object number in Platais et al. 2003, Cat. <J/AJ/126/2922> (5) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	DGV2	(I4)	? Object number in Dinescu et al. 1996AJ....111.1205D (6) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	S992	(I4)	? Object number in Sarajedini et al. 1999AJ....118.2894S [NULL integer written as an empty string]	[ucd=meta.id]
#Column	KS2	(A3)	Object number in Catalogued variables	[ucd=meta.id]
#Column	Name2	(a8)	Other name	[ucd=meta.id]
recno|n_SMV|SMV|Xpos|Ypos|Umag|e_Umag|o_Umag|Bmag|e_Bmag|o_Bmag|Vmag|e_Vmag|o_Vmag|Rmag|e_Rmag|o_Rmag|Imag|e_Imag|o_Imag|Memb|Npm|RAJ2000|DEJ2000|recno|SMV|S62|Sh65|C68|UMK|MT|E|PKM|DGV|S99|KS|Name
      70|x|     92|  397.4| 4741.3|      |      | 0|21.788|0.0187| 1|20.371|0.0161| 1|      |      | 0|      |      |0|   |0|00 22 37.27|+85 22 01.2|      70|     92|       |  |   |   |       |      |3482|    |    |   |
      71|x|     93|  398.8| 4120.8|      |      | 0|18.669|0.0173| 1|17.914|0.0154| 1|      |      | 0|      |      |0|  0|1|00 23 04.94|+85 16 52.8|      71|     93|       |  |   |   |       |      |2478|    |    |   |
      72|x|     94|  399.1| 4074.4|      |      | 0|22.103|0.0150| 1|20.488|0.0159| 1|      |      | 0|      |      |0|   |0|00 23 07.05|+85 16 29.7|      72|     94|       |  |   |   |       |      |3497|    |    |   |
      73|x|     95|  399.4| 5465.0|      |      | 0|20.418|0.0210| 1|19.882|0.0198| 1|      |      | 0|      |      |0|   |0|00 22 05.24|+85 28 01.0|      73|     95|       |  |   |   |       |      |   3|    |    |   |
      74|x|     96|  400.8| 5441.6|      |      | 0|21.586|0.0150| 1|20.600|0.0150| 1|      |      | 0|      |      |0|   |0|00 22 06.90|+85 27 49.4|      74|     96|       |  |   |   |       |      |   5|    |    |   |
      75|x|     97|  402.4| 4808.2|      |      | 0|20.777|0.0275| 1|19.897|0.0313| 1|      |      | 0|      |      |0|   |0|00 22 36.36|+85 22 34.7|      75|     97|       |  |   |   |       |      |2453|    |    |   |
      76|x|     98|  402.4| 3149.8|      |      | 0|15.325|0.0330| 1|14.766|0.0150| 1|      |      | 0|      |      |0|  0|1|00 23 46.86|+85 08 50.1|      76|     98|       |  |   |   |       |      |2506|    |    |   |
      77|x|     99|  405.3| 4056.6|      |      | 0|20.838|0.0186| 1|19.910|0.0166| 1|      |      | 0|      |      |0|   |0|00 23 10.32|+85 16 21.2|      77|     99|       |  |   |   |       |      |2481|    |    |   |
      78|x|    100|  406.4| 3300.2|      |      | 0|20.802|0.0197| 1|19.331|0.0189| 1|      |      | 0|      |      |0|   |0|00 23 42.29|+85 10 05.1|      78|    100|       |  |   |   |       |      |2499|    |    |   |
      79|x|    102|  407.6| 4019.0|      |      | 0|18.499|0.0166| 1|17.628|0.0158| 1|      |      | 0|      |      |0|  0|1|00 23 12.84|+85 16 02.6|      79|    102|       |  |   |   |       |      |2482|    |    |   |
      80|x|    103|  413.0| 3893.4|      |      | 0|18.935|0.0166| 1|18.072|0.0167| 1|      |      | 0|      |      |0|  0|1|00 23 20.34|+85 15 00.5|      80|    103|       |  |   |   |       |      |2487|    |    |   |
      81|x|    105|  414.6| 4215.3|      |      | 0|17.624|0.0167| 1|16.432|0.0153| 1|      |      | 0|      |      |0|  0|1|00 23 07.27|+85 17 40.6|      81|    105|       |  |   |   |       |      |2476|    |    |   |
      82|x|    106|  416.4| 4566.6|      |      | 0|20.776|0.0158| 1|20.039|0.0167| 1|      |      | 0|      |      |0|   |0|00 22 52.79|+85 20 35.4|      82|    106|       |  |   |   |       |      |2464|    |    |   |
      83|x|    107|  416.6| 5344.5|      |      | 0|19.978|0.0166| 1|19.184|0.0225| 1|      |      | 0|      |      |0|   |0|00 22 17.98|+85 27 02.1|      83|    107|       |  |   |   |       |      |   9|    |    |   |
      84|x|    108|  416.6| 4714.3|      |      | 0|15.923|0.0152| 1|15.086|0.0158| 1|      |      | 0|      |      |0|  0|1|00 22 46.37|+85 21 48.8|      84|    108|       |  |   |   |       |      |2456|    |    |   |
      85|x|    109|  418.2| 5066.8|      |      | 0|17.969|0.0152| 1|17.260|0.0159| 1|      |      | 0|      |      |0| 31|1|00 22 31.30|+85 24 44.1|      85|    109|       |  |   |   |       |      |2445|    |    |   |
      86|x|    110|  420.5| 5382.2|      |      | 0|20.386|0.0168| 1|19.485|0.0189| 1|      |      | 0|      |      |0|   |0|00 22 17.89|+85 27 21.0|      86|    110|       |  |   |   |       |      |   8|    |    |   |
      87|x|    112|  422.8| 3790.2|      |      | 0|20.791|0.0200| 1|19.291|0.0175| 1|      |      | 0|      |      |0|  0|1|00 23 28.56|+85 14 09.7|      87|    112|       |  |   |   |       |      |3382|    |    |   |
      88|x|    116|  427.1| 3442.4|      |      | 0|20.864|0.0227| 1|19.877|0.0183| 1|      |      | 0|      |      |0|   |0|00 23 44.64|+85 11 16.9|      88|    116|       |  |   |   |       |      |2595|    |    |   |
      89|x|    117|  433.0| 3342.0|      |      | 0|21.810|0.0325| 1|20.219|0.0197| 1|      |      | 0|      |      |0|   |0|00 23 51.08|+85 10 27.3|      89|    117|       |  |   |   |       |      |3584|    |    |   |
      90|x|    119|  433.8| 3508.9|      |      | 0|20.504|0.0193| 1|19.009|0.0191| 1|      |      | 0|      |      |0|  0|1|00 23 44.57|+85 11 50.3|      90|    119|       |  |   |   |       |      |2592|    |    |   |
      91|x|    127|  443.0| 3323.3|      |      | 0|21.329|0.0270| 1|20.243|0.0247| 1|      |      | 0|      |      |0|   |0|00 23 55.79|+85 10 18.5|      91|    127|       |  |   |   |       |      |2601|    |    |   |
      92|x|    128|  443.2| 5003.9|      |      | 0|18.804|0.0153| 1|18.142|0.0161| 1|      |      | 0|      |      |0|   |0|00 22 44.44|+85 24 14.2|      92|    128|       |  |   |   |       |      |2448|    |    |   |
      93|x|    130|  450.5| 3275.0|      |      | 0|15.105|0.0160| 1|14.367|0.0150| 1|      |      | 0|      |      |0|  0|1|00 24 00.69|+85 09 54.9|      93|    130|       |  |   |   |       |      |2605|    |    |   |
      94|x|    131|  452.9| 3143.2|      |      | 0|21.101|0.0189| 1|19.519|0.0150| 1|      |      | 0|      |      |0|   |0|00 24 06.89|+85 08 49.4|      94|    131|       |  |   |   |       |      |2614|    |    |   |
      95|x|    132|  455.3| 4404.9|      |      | 0|20.514|0.0175| 1|19.622|0.0167| 1|      |      | 0|      |      |0|   |0|00 23 15.62|+85 19 17.0|      95|    132|       |  |   |   |       |      |2551|    |    |   |
      96|x|    133|  455.8| 3703.2|      |      | 0|21.488|0.0198| 1|20.002|0.0179| 1|      |      | 0|      |      |0|   |0|00 23 45.33|+85 13 28.1|      96|    133|       |  |   |   |       |      |3570|    |    |   |
      97|x|    134|  456.2| 3612.8|      |      | 0|21.378|0.0166| 1|20.772|0.0260| 1|      |      | 0|      |      |0|   |0|00 23 49.21|+85 12 43.2|      97|    134|       |  |   |   |       |      |3569|    |    |   |
      98|x|    136|  459.0| 5478.6|      |      | 0|16.914|0.0168| 1|16.222|0.0170| 1|      |      | 0|      |      |0|  0|1|00 22 29.60|+85 28 11.0|      98|    136|       |  |   |   |       |      |   2|    |    |   |
      99|x|    138|  460.8| 5407.6|      |      | 0|18.967|0.0207| 1|18.685|0.0219| 1|      |      | 0|      |      |0|   |0|00 22 33.58|+85 27 35.8|      99|    138|       |  |   |   |       |      | 554|    |    |   |
     100|x|    139|  461.2| 3323.6|      |      | 0|16.454|0.0155| 2|15.453|0.0159| 2|      |      | 0|      |      |0| 31|2|00 24 02.93|+85 10 19.6|     100|    139|       |  |   |   |       |      |2600|1124|    |   |
     101|x|    140|  463.1| 3980.5|      |      | 0|19.319|0.0168| 1|18.347|0.0165| 1|      |      | 0|      |      |0|  0|1|00 23 36.75|+85 15 46.4|     101|    140|       |  |   |   |       |      |2571|    |    |   |
     102|x|    142|  463.6| 5570.2|      |      | 0|20.743|0.0182| 1|19.601|0.0160| 1|      |      | 0|      |      |0|   |0|00 22 27.32|+85 28 56.8|     102|    142|       |  |   |   |       |      |   1|    |    |   |
     103|x|    143|  463.9| 5401.3|      |      | 0|16.471|0.0168| 1|15.730|0.0166| 1|      |      | 0|      |      |0|  0|1|00 22 35.18|+85 27 32.8|     103|    143|       |  |   |   |       |      | 496|    |    |   |
     104|x|    152|  477.0| 3175.3|      |      | 0|19.573|0.0168| 1|18.452|0.0168| 1|      |      | 0|      |      |0|   |0|00 24 15.09|+85 09 06.6|     104|    152|       |  |   |   |       |      |3384|    |    |   |
     105|x|    153|  480.8| 3331.9|      |      | 0|19.631|0.0160| 1|18.745|0.0200| 1|      |      | 0|      |      |0|   |0|00 24 10.32|+85 10 24.7|     105|    153|       |  |   |   |       |      |2599|    |    |   |
     106|x|    154|  481.7| 3635.7|      |      | 0|20.021|0.0160| 1|18.715|0.0189| 1|      |      | 0|      |      |0|  0|1|00 23 58.42|+85 12 55.9|     106|    154|       |  |   |   |       |      |2585|    |    |   |
     107|x|    155|  481.8| 3020.5|      |      | 0|18.140|0.0182| 1|17.536|0.0157| 1|      |      | 0|      |      |0|   |0|00 24 23.08|+85 07 49.9|     107|    155|       |  |   |   |       |      |2619|    |    |   |
     108|x|    156|  482.0| 3242.0|      |      | 0|21.734|0.0150| 1|20.621|0.0641| 1|      |      | 0|      |      |0|   |0|00 24 14.40|+85 09 40.0|     108|    156|       |  |   |   |       |      |3585|    |    |   |
     109|x|    157|  483.7| 4773.5|      |      | 0|19.885|0.0416| 1|18.598|0.0450| 1|      |      | 0|      |      |0|   |0|00 23 11.29|+85 22 21.8|     109|    157|       |  |   |   |       |      |2534|    |    |   |
     110|x|    158|  486.5| 5529.9|      |      | 0|20.515|0.0182| 1|19.708|0.0238| 1|      |      | 0|      |      |0|   |0|00 22 38.78|+85 28 38.0|     110|    158|       |  |   |   |       |      |  36|    |    |   |
     111|x|    160|  489.5| 5177.0|      |      | 0|20.463|0.0184| 1|20.061|0.0227| 1|      |      | 0|      |      |0|   |0|00 22 55.93|+85 25 42.7|     111|    160|       |  |   |   |       |      |2521|    |    |   |
     112|x|    161|  490.0| 3987.9|      |      | 0|17.576|0.0165| 1|16.632|0.0158| 1|      |      | 0|      |      |0|  0|1|00 23 47.25|+85 15 51.4|     112|    161|       |  |   |   |       |      |2569|    |    |   |
     113|x|    162|  491.6| 4758.5|      |      | 0|22.469|0.0150| 1|21.361|0.0426| 1|      |      | 0|      |      |0|   |0|00 23 15.19|+85 22 14.8|     113|    162|       |  |   |   |       |      |3489|    |    |   |
     114|x|    163|  493.7| 3538.4|      |      | 0|22.070|0.0150| 1|20.543|0.0172| 1|      |      | 0|      |      |0|   |0|00 24 07.13|+85 12 08.1|     114|    163|       |  |   |   |       |      |3578|    |    |   |
     115|x|    164|  494.0| 5461.7|      |      | 0|19.803|0.0177| 1|19.183|0.0192| 1|      |      | 0|      |      |0| 32|1|00 22 45.03|+85 28 04.5|     115|    164|       |  |   |   |       |      |  41|    |    |   |
     116|x|    167|  504.2| 4224.6|      |      | 0|18.601|0.0167| 1|17.626|0.0154| 1|      |      | 0|      |      |0| 29|1|00 23 43.10|+85 17 49.9|     116|    167|       |  |   |   |       |      |2558|    |    |   |
     117|x|    169|  506.3| 5210.4|      |      | 0|20.779|0.0150| 1|19.839|0.0358| 1|      |      | 0|      |      |0|   |0|00 23 01.45|+85 26 00.2|     117|    169|       |  |   |   |       |      |2517|    |    |   |
     118|x|    171|  508.8| 2985.0|      |      | 0|20.920|0.0186| 1|19.328|0.0152| 1|      |      | 0|      |      |0|   |0|00 24 35.00|+85 07 33.5|     118|    171|       |  |   |   |       |      |2620|    |    |   |
     119|x|    172|  513.7| 4665.0|      |      | 0|20.093|0.0184| 1|19.587|0.0165| 1|      |      | 0|      |      |0|   |0|00 23 28.29|+85 21 29.4|     119|    172|       |  |   |   |       |      |2536|    |    |   |
     120|x|    173|  514.7| 5297.4|      |      | 0|21.324|0.0161| 1|20.201|0.0186| 1|      |      | 0|      |      |0|   |0|00 23 01.08|+85 26 43.9|     120|    173|       |  |   |   |       |      |  47|    |    |   |
     121|x|    175|  515.4| 3421.3|      |      | 0|19.804|0.0164| 1|18.266|0.0178| 1|      |      | 0|      |      |0|  0|1|00 24 20.42|+85 11 10.9|     121|    175|       |  |   |   |       |      |2597|    |    |   |
     122|x|    177|  517.2| 4193.2|      |      | 0|21.338|0.0207| 1|20.390|0.0177| 1|      |      | 0|      |      |0|   |0|00 23 49.65|+85 17 35.0|     122|    177|       |  |   |   |       |      |2563|    |    |   |
     123|x|    178|  517.5| 3529.4|      |      | 0|16.496|0.0157| 1|15.205|0.0165| 1|      |      | 0|      |      |0|  0|1|00 24 16.91|+85 12 04.8|     123|    178|       |  |   |   |       |      |2590|    |    |   |
     124|x|    179|  518.6| 2610.4|      |      | 0|17.285|0.0198| 1|16.611|0.0151| 1|      |      | 0|      |      |0|  0|1|00 24 53.22|+85 04 27.6|     124|    179|       |  |   |   |       |      |7313|    |    |   |
     125|x|    180|  519.1| 5524.3|      |      | 0|18.997|0.0159| 1|17.963|0.0180| 1|      |      | 0|      |      |0|  0|1|00 22 52.75|+85 28 37.0|     125|    180|       |  |   |   |       |      |  37|    |    |   |
     126|x|    181|  519.2| 3104.9|      |      | 0|17.225|0.0195| 1|16.440|0.0157| 1|      |      | 0|      |      |0| 32|1|00 24 34.41|+85 08 33.7|     126|    181|       |  |   |   |       |      |2615|    |    |   |
     127|x|    182|  519.5| 3290.8|      |      | 0|21.108|0.0204| 1|19.626|0.0173| 1|      |      | 0|      |      |0|   |0|00 24 27.21|+85 10 06.2|     127|    182|       |  |   |   |       |      |2603|    |    |   |
     128|x|    184|  520.9| 4074.9|      |      | 0|17.378|0.0160| 1|16.537|0.0157| 1|      |      | 0|      |      |0|  0|1|00 23 56.07|+85 16 36.3|     128|    184|       |  |   |   |       |      |2566|    |    |   |
     129|x|    185|  521.4| 4478.0|      |      | 0|17.310|0.0165| 1|16.709|0.0152| 1|      |      | 0|      |      |0|  0|1|00 23 39.43|+85 19 56.8|     129|    185|       |  |   |   |       |      |2547|    |    |   |
     130|x|    186|  521.8| 4447.0|      |      | 0|22.477|0.0150| 1|20.958|0.0195| 1|      |      | 0|      |      |0|   |0|00 23 40.87|+85 19 41.4|     130|    186|       |  |   |   |       |      |3486|    |    |   |
     131|x|    187|  523.3| 3691.0|      |      | 0|19.346|0.0153| 1|18.763|0.0162| 1|      |      | 0|      |      |0|  0|1|00 24 12.72|+85 13 25.5|     131|    187|       |  |   |   |       |      |2583|    |    |   |
     132|x|    188|  524.3| 5325.7|      |      | 0|21.588|0.0150| 1|20.569|0.0150| 1|      |      | 0|      |      |0|   |0|00 23 03.84|+85 26 58.5|     132|    188|       |  |   |   |       |      | 556|    |    |   |
     133|x|    190|  528.9| 5737.4|      |      | 0|16.789|0.0193| 1|16.017|0.0158| 1|      |      | 0|      |      |0|  0|1|00 22 47.24|+85 30 23.4|     133|    190|       |  |   |   |       |      |  26|    |    |   |
     134|x|    191|  533.4| 4878.6|      |      | 0|19.263|0.0154| 1|18.159|0.0159| 1|      |      | 0|      |      |0|  1|1|00 23 27.19|+85 23 16.6|     134|    191|       |  |   |   |       |      |2532|    |    |   |
     135|x|    192|  536.3| 5545.1|      |      | 0|19.627|0.0183| 1|18.125|0.0155| 1|      |      | 0|      |      |0|   |0|00 22 59.06|+85 28 48.2|     135|    192|       |  |   |   |       |      |  35|    |    |   |
     136|x|    195|  539.9| 3446.5|      |      | 0|17.973|0.0165| 1|17.094|0.0172| 1|      |      | 0|      |      |0|  0|1|00 24 29.09|+85 11 24.7|     136|    195|       |  |   |   |       |      |2594|    |    |   |
     137|x|    197|  543.0| 6546.9|      |      | 0|15.842|0.0999| 1|15.014|0.0999| 1|      |      | 0|      |      |0| 65|1|00 22 15.52|+85 37 06.5|     137|    197|       |  |   |   |       |      |    |1948|    |   |
     138|x|    198|  545.6| 3632.8|      |      | 0|21.440|0.0214| 1|20.018|0.0194| 1|      |      | 0|      |      |0|   |0|00 24 23.95|+85 12 57.7|     138|    198|       |  |   |   |       |      |2587|    |    |   |
     139|x|    199|  545.9| 5094.9|      |      | 0|18.700|0.0159| 1|18.417|0.0167| 1|      |      | 0|      |      |0|   |0|00 23 22.99|+85 25 04.9|     139|    199|       |  |   |   |       |      |2522|    |    |   |
     140|x|    200|  546.5| 4526.4|      |      | 0|18.918|0.0151| 1|17.935|0.0154| 1|      |      | 0|      |      |0|  0|1|00 23 47.59|+85 20 22.2|     140|    200|       |  |   |   |       |      |2545|    |    |   |
     141|x|    201|  548.5| 3336.9|      |      | 0|21.893|0.0150| 1|20.362|0.0193| 1|      |      | 0|      |      |0|   |0|00 24 36.82|+85 10 30.6|     141|    201|       |  |   |   |       |      |3582|    |    |   |
     142|x|    202|  549.4| 4782.4|      |      | 0|18.519|0.0152| 1|17.866|0.0161| 1|      |      | 0|      |      |0|  0|1|00 23 37.93|+85 22 29.7|     142|    202|       |  |   |   |       |      |2533|    |    |   |
     143|x|    203|  550.6| 4041.9|      |      | 0|21.874|0.0151| 1|21.207|0.0197| 1|      |      | 0|      |      |0|   |0|00 24 09.40|+85 16 21.4|     143|    203|       |  |   |   |       |      |3492|    |    |   |
     144|x|    206|  553.3| 5342.2|      |      | 0|22.218|0.0150| 1|20.520|0.0315| 1|      |      | 0|      |      |0|   |0|00 23 15.21|+85 27 08.2|     144|    206|       |  |   |   |       |      | 555|    |    |   |
     145|x|    208|  554.0| 3663.9|      |      | 0|20.580|0.0173| 1|18.945|0.0189| 1|      |      | 0|      |      |0|  0|1|00 24 26.03|+85 13 13.6|     145|    208|       |  |   |   |       |      |2584|    |    |   |
     146|x|    209|  554.4| 3697.2|      |      | 0|17.101|0.0154| 1|16.226|0.0159| 1|      |      | 0|      |      |0|  0|1|00 24 24.88|+85 13 30.1|     146|    209|       |  |   |   |       |      |2582|    |    |   |
     147|x|    210|  555.1| 4290.6|      |      | 0|16.629|0.0156| 1|15.996|0.0153| 1|      |      | 0|      |      |0|  0|1|00 24 00.97|+85 18 25.4|     147|    210|       |  |   |   |       |      |2555|    |    |   |
     148|x|    211|  556.1| 3848.5|      |      | 0|20.568|0.0155| 1|19.695|0.0161| 1|      |      | 0|      |      |0|  0|1|00 24 19.45|+85 14 45.5|     148|    211|       |  |   |   |       |      |2576|    |    |   |
     149|x|    212|  559.2| 3822.1|      |      | 0|      |      | 0|21.159|0.0150| 1|      |      | 0|      |      |0|   |0|00 24 21.78|+85 14 32.5|     149|    212|       |  |   |   |       |      |3574|    |    |   |
     150|x|    214|  561.9| 2648.2|      |      | 0|15.542|0.0270| 1|14.013|0.0150| 1|      |      | 0|      |      |0|  0|1|00 25 08.55|+85 04 48.6|     150|    214|       |  |   |   |       |      |7312|    |    |   |
     151|x|    215|  564.8| 3597.2|      |      | 0|22.102|0.0356| 1|20.651|0.0204| 1|      |      | 0|      |      |0|   |0|00 24 32.99|+85 12 40.9|     151|    215|       |  |   |   |       |      |3577|    |    |   |
     152|x|    220|  572.9| 5293.8|      |      | 0|16.257|0.0159| 1|15.629|0.0158| 1|      |      | 0|      |      |0|  0|1|00 23 25.55|+85 26 45.2|     152|    220|       |  |   |220|       |      |  46|    |    |   |
     153|x|    221|  573.7| 4577.9|      |      | 0|20.965|0.0175| 1|20.244|0.0177| 1|      |      | 0|      |      |0|   |0|00 23 56.54|+85 20 49.2|     153|    221|       |  |   |   |       |      |2539|    |    |   |
     154|x|    223|  575.7| 2606.8|      |      | 0|20.037|0.0234| 1|18.957|0.0168| 1|      |      | 0|      |      |0|   |0|00 25 15.43|+85 04 28.6|     154|    223|       |  |   |   |       |      |7314|    |    |   |
     155|x|    225|  580.5| 3252.9|      |      | 0|20.992|0.0377| 1|19.565|0.0197| 1|      |      | 0|      |      |0|   |0|00 24 52.70|+85 09 50.3|     155|    225|       |  |   |   |       |      |2606|    |    |   |
     156|x|    226|  581.7| 5284.8|      |      | 0|21.216|0.0189| 1|20.602|0.0183| 1|      |      | 0|      |      |0|   |0|00 23 29.58|+85 26 41.1|     156|    226|       |  |   |   |       |      |  48|    |    |   |
     157|x|    228|  584.6| 2700.7|      |      | 0|18.183|0.0205| 1|17.553|0.0155| 1|      |      | 0|      |      |0|   |0|00 25 15.36|+85 05 15.8|     157|    228|       |  |   |   |       |      |7306|    |    |   |
     158|x|    231|  590.7| 4527.0|      |      | 0|17.419|0.0152| 1|16.276|0.0154| 1|      |      | 0|      |      |0|  0|1|00 24 05.60|+85 20 24.7|     158|    231|       |  |   |   |       |      |2544|    |    |   |
     159|x|    233|  592.9| 4214.3|      |      | 0|17.676|0.0156| 1|17.002|0.0157| 1|      |      | 0|      |      |0|  0|1|00 24 19.41|+85 17 49.3|     159|    233|       |  |   |   |       |      |2561|    |    |   |
     160|x|    234|  596.1| 3956.4|      |      | 0|21.994|0.0594| 1|20.332|0.0175| 1|      |      | 0|      |      |0|   |0|00 24 31.14|+85 15 41.1|     160|    234|       |  |   |   |       |      |3576|    |    |   |
     161|x|    236|  598.0| 4905.7|      |      | 0|18.526|0.0157| 1|17.994|0.0157| 1|      |      | 0|      |      |0|  0|1|00 23 52.70|+85 23 33.5|     161|    236|       |  |   |   |       |      |2531|    |    |   |
     162|x|    237|  599.0| 4385.3|      |      | 0|19.363|0.0166| 1|18.713|0.0152| 1|      |      | 0|      |      |0|  0|1|00 24 14.87|+85 19 14.7|     162|    237|       |  |   |   |       |      |2553|    |    |   |
     163|x|    238|  600.6| 3942.1|      |      | 0|16.797|0.0159| 1|15.891|0.0161| 1|      |      | 0|      |      |0|  0|1|00 24 33.54|+85 15 34.3|     163|    238|       |  |   |   |       |      |2573|    |    |   |
     164|x|    240|  604.3| 2689.2|      |      | 0|20.302|0.0216| 1|19.736|0.0216| 1|      |      | 0|      |      |0|   |0|00 25 23.42|+85 05 11.0|     164|    240|       |  |   |   |       |      |7308|    |    |   |
     165|x|    241|  604.9| 3949.5|      |      | 0|21.276|0.0200| 1|19.796|0.0172| 1|      |      | 0|      |      |0|   |0|00 24 34.97|+85 15 38.2|     165|    241|       |  |   |   |       |      |2572|    |    |   |
     166|x|    242|  609.1| 2845.0|      |      | 0|17.689|0.0216| 1|16.798|0.0153| 1|      |      | 0|      |      |0|  0|1|00 25 19.44|+85 06 28.8|     166|    242|       |  |   |   |       |      |2622|    |    |   |
