#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-16T12:04:15 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60c9e6e321a69a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=42	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/150/10&tab:{J/AJ/150/10/table4}&key:source=J/AJ/150/10/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/150/10/table4
#-order=I
#-out=WOCS
#-out=IDG
#-out=P38
#-out=IDM
#-out=IDMc
#-out=IDC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out.all=2
#-out=r_B-V
#-out=NW
#-out=VC
#VC=VC
#-out=<RV>
#-out=e_<RV>
#-out=s_<RV>
#-out=vsini
#-out=e_vsini
#-out=PRV
#-out=PPM1
#-out=PPM2
#-out=e/i
#-out=Mm
#-out=O
#-out=SB
#-out=RR
#-out=X
#-out=Simbad
#Simbad=Simbad
#-out.all=2
#

#RESOURCE=yCat_51500010
#Name: J/AJ/150/10
#Title: WOCS. LXVI. Radial velocity survey in M35 (Leiner+, 2015)
#Table	J_AJ_150_10_table4:
#Name: J/AJ/150/10/table4
#Title: Radial-velocity summary table
#Column	WOCS	(I6)	[2004/259044] WIYN Open Cluster Study number (G1)	[ucd=meta.id;meta.main]
#Column	IDG	(I6)	[2004/261044]? Identification number from paper XXXVIII (Geller et al. 2010, cat. J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	P38	(I3)	Display the data from Paper XXXVIII (Geller et al. 2009, J/AJ/139/1383) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	IDM	(I3)	[14/439]? Identification number from paper XXXIV (Meibom et al. 2009, cat. J/ApJ/695/679) (1) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDMc	(I3)	[4/521]? Identification number from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	IDC	(I3)	[3/763]? Identification number from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[11.43/16.5] The V-band apparent magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	[0.2/1.36] The (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	r_B-V	(I2)	[1/2]? Source of the photometry (2) [NULL integer written as an empty string]	[ucd=meta.ref;phot.color;em.opt.B]
#Column	NW	(I2)	[0/53] Number of WIYN 3.5m observations	[ucd=meta.number]
#Column	VC	(A2)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	<RV>	(F7.2)	[-129/301] Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_<RV>	(F6.2)	[0/370]? Standard deviation of RV observation	[ucd=stat.stdev;spect.dopplerVeloc;stat.mean]
#Column	s_<RV>	(F4.1)	[0.5/2.1] Single-measurement precision in RV ({sigma}_i_)	[ucd=meta.code.qual;instr.precision;spect.dopplerVeloc]
#Column	vsini	(F5.1)	[0/144] Mean projected rotational velocity (3)	[ucd=phys.veloc.rotat;stat.mean]
#Column	e_vsini	(F5.1)	[0/124]? Standard error on vsini (3)	[ucd=stat.error;phys.veloc.rotat;stat.mean]
#Column	PRV	(I2)	[0/96]? Radial velocity membership probability (4) [NULL integer written as an empty string]	[ucd=stat.probability;spect.dopplerVeloc]
#Column	PPM1	(I2)	[0/99]? Proper-motion membership probability from McNamara & Sekiguchi (1986AJ.....91..557M) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	PPM2	(I2)	[0/97]? Proper-motion membership probability from Cudworth (1971AJ.....76..475C) [NULL integer written as an empty string]	[ucd=stat.probability;pos.pm]
#Column	e/i	(F6.2)	[0/740] Ratio of RV standard deviation to single-measurement RV precision	[ucd=instr.precision;arith.ratio;spect.dopplerVeloc]
#Column	Mm	(A3)	Membership class (BLM, BLN, BM, BN, SM, SN, or U) (G2)	[ucd=src]
#Column	O	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SB	(A3)	Single (SB1) or double-lined (SB2) binary (5)	[ucd=meta.code.multip]
#Column	RR	(A2)	"RR" Indicates a Rapid Rotator	[ucd=meta.code]
#Column	X	(A1)	"X" Indicates an X-ray source	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
WOCS|IDG|P38|IDM|IDMc|IDC|RAJ2000|DEJ2000|Vmag|B-V|r_B-V|NW|VC|<RV>|e_<RV>|s_<RV>|vsini|e_vsini|PRV|PPM1|PPM2|e/i|Mm|O|SB|RR|X|Simbad
 96055| 93055|  1|   |   |   |06 07 26.22|+24 06 08.3|15.66| 0.83| 2| 2|VC|  -3.77|  3.28| 0.7| 24.0| 14.0|  |  |  |  4.91|U  | |   |  | |Simbad
 30055| 30055|  0|   |   |   |06 08 53.24|+24 47 45.9|14.42| 0.61| 1| 6|VC|  80.02| 13.82| 0.5|  0.0|  0.0| 0|  |  | 27.63|BLN| |   |  | |Simbad
 84056| 83056|  0|   |   |   |06 07 23.08|+24 35 10.8|15.89| 1.04| 2| 3|VC|   6.71|  3.00| 0.5| 10.7|  1.0| 0|  |  |  5.91|BLN| |   |  | |Simbad
 96057| 86057|  0|   |   |   |06 07 20.32|+24 34 50.2|16.10| 0.95| 2| 4|VC|  -3.42|  6.36| 0.5| 10.0|     | 0|  |  | 12.72|BU | |   |  | |Simbad
174050|137050|  0|   |   |   |06 10 52.83|+24 26 41.6|16.47| 1.33| 1| 3|VC|  -9.86|  0.88| 0.7| 24.9|  2.0|82|  |  |  1.30|SM | |   |RR| |Simbad
 57052| 59052|  0|   |   |   |06 10 47.40|+24 08 00.2|15.67| 0.90| 1| 1|VC|  -8.67|      | 0.6| 14.9|  0.4|  |  |  |  0.00|U  | |   |  | |Simbad
 33039| 33039|  1| 44|   |   |06 09 48.25|+24 03 38.7|14.57| 0.64| 2| 3|VC|   7.76|  9.29| 1.6|101.2| 91.2| 0|  |  |  5.82|BLN| |   |  | |Simbad
 80041| 83041|  0|   |   |   |06 07 40.27|+24 22 47.5|16.10| 1.29| 2| 3|VC|  18.54|  1.54| 0.5| 10.0|     | 0|  |  |  3.09|SN | |   |  | |Simbad
 91042| 89042|  0|   |   |   |06 07 42.43|+24 27 28.4|16.19| 1.09| 2| 2|VC|  -6.04|  0.23| 0.6| 14.5|  0.5|  |  |  |  0.42|U  | |   |  | |Simbad
 91043| 91043|  0|   |   |   |06 07 35.17|+24 20 54.0|16.43| 1.17| 2| 2|VC|  38.27|  2.72| 0.5|  0.0|  0.0|  |  |  |  5.44|U  | |   |  | |Simbad
127044|115044|  0|   |   |   |06 09 38.24|+24 40 59.1|15.40| 1.14| 1| 3|VC|  33.48|  1.84| 0.7| 25.4|  0.7| 0|  |  |  2.69|SN | |   |RR| |Simbad
259044|261044|  0|   |   |   |06 09 52.04|+24 01 01.0|16.22| 0.91|  | 1|VC| -32.20|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
111044|105044|  0|   |   |   |06 07 31.36|+24 19 05.1|16.30| 1.35| 2| 3|VC|  55.90|  0.96| 0.5| 10.0|     | 0|  |  |  1.93|SN | |   |  | |Simbad
 91045| 88045|  0|   |   |   |06 07 30.71|+24 16 23.3|15.95| 1.14| 2| 3|VC|  34.54|  0.77| 0.5| 10.0|     | 0|  |  |  1.54|SN | |   |  | |Simbad
 77047| 68047|  0|   |   |   |06 10 47.13|+24 25 15.5|16.11| 1.21| 1| 2|VC| -71.01|  0.75| 0.5| 10.0|     |  |  |  |  1.50|U  | |   |  | |Simbad
 91047| 93047|  0|   |   |   |06 08 38.47|+23 57 55.8|16.08| 1.08| 1| 1|VC|  -8.04|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 67047| 58047|  0|   |   |   |06 08 37.81|+23 57 58.4|15.75| 0.87| 1| 3|VC|  61.24|  0.68| 0.5| 10.0|     | 0|  |  |  1.37|SN | |   |  | |Simbad
 44051| 54051|  0|   |   |   |06 10 13.02|+24 40 34.3|15.30| 0.89| 1| 2|VC|  43.01|  0.81| 0.5|  0.0|  0.0|  |  |  |  1.63|U  | |   |  | |Simbad
 90053| 89053|  0|   |   |   |06 10 33.35|+24 03 02.1|15.52| 1.21| 1| 2|VC|  65.85|  0.19| 0.5|  0.0|  0.0|  |  |  |  0.37|U  | |   |  | |Simbad
 74053| 68053|  0|   |   |   |06 10 02.79|+23 57 18.2|15.50| 0.80| 1| 1|VC|  44.83|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
136053|108053|  0|   |   |   |06 10 43.18|+24 35 26.5|16.43| 1.06| 1| 2|VC|  -5.23|  1.15| 0.5|  0.0|  0.0|  |  |  |  2.31|U  | |   |  | |Simbad
100054| 94054|  0|   |   |   |06 07 24.41|+24 07 54.3|15.96| 0.95| 2| 3|VC|  20.46|  9.89| 0.5|  0.0|  0.0| 0|  |  | 19.77|BLN| |   |  | |Simbad
 90054| 84054|  1|   |   |   |06 07 27.82|+24 06 28.0|15.79| 1.06| 2| 1|VC|  24.70|      | 0.5| 11.8|  1.8|  |  |  |  0.00|U  | |   |  | |Simbad
 84054| 76054|  0|   |   |   |06 07 26.51|+24 06 45.4|15.67| 1.24| 2| 2|VC|  25.05|  0.06| 0.5|  0.0|  0.0|  |  |  |  0.13|U  | |   |  | |Simbad
 90057| 81057|  1|   |   |   |06 07 23.44|+24 05 25.4|16.06| 0.95| 2| 1|VC|  22.61|      | 0.5| 10.0|     |  |  |  |  0.00|U  | |   |  | |Simbad
 94039| 94039|  1|   |   |   |06 07 48.04|+24 26 29.0|16.25| 1.00| 2| 3|VC|  -0.93| 16.02| 0.5|  0.0|  0.0| 0|  |  | 32.05|BU | |   |  | |Simbad
 67041| 68041|  0|   |   |   |06 07 51.01|+24 30 36.8|15.72| 1.25| 2| 3|VC| 100.48|  0.18| 0.5|  0.0|  0.0| 0|  |  |  0.36|SN | |   |  | |Simbad
 89043| 89043|  0|   |   |   |06 07 38.34|+24 14 10.5|16.43| 1.17| 2| 3|VC|  48.20|  0.43| 0.5|  0.0|  0.0| 0|  |  |  0.86|SN | |   |  | |Simbad
112045|115045|  0|   |   |   |06 07 50.96|+24 34 25.7|16.37| 1.07| 2| 3|VC|  18.11|  1.14| 0.5|  0.0|  0.0| 0|  |  |  2.28|SN | |   |  | |Simbad
 10046|  8046|  0|   |   |763|06 10 24.83|+24 34 59.3|13.37| 0.79| 2| 3|VC| -82.10|  0.13| 0.5|  0.0|  0.0| 0|  | 0|  0.26|SN | |   |  | |Simbad
121046|122046|  0|   |   |   |06 07 46.10|+24 33 48.3|16.29| 1.28| 2| 3|VC|  26.37|  0.33| 0.5|  0.0|  0.0| 0|  |  |  0.67|SN | |   |  | |Simbad
119046|120046|  1|   |   |   |06 10 00.59|+24 40 01.6|16.26| 0.95| 2| 2|VC| -15.35|  0.61| 0.5| 13.9|  3.9|  |  |  |  1.11|U  | |   |  | |Simbad
 83047| 77047|  0|   |   |   |06 07 40.28|+24 08 43.0|16.28| 1.17| 2| 2|VC|  28.65|  0.38| 0.5|  0.0|  0.0|  |  |  |  0.77|U  | |   |  | |Simbad
 82047| 76047|  0|   |   |   |06 07 31.68|+24 29 09.2|16.28| 1.04| 2| 3|VC|   8.21|  0.52| 0.5|  0.0|  0.0| 0|  |  |  1.03|SN | |   |  | |Simbad
 84048|100048|  0|   |   |   |06 09 58.17|+24 41 09.0|16.19| 1.04| 1| 2|VC|  16.10|  0.13| 0.5|  0.0|  0.0|  |  |  |  0.26|U  | |   |  | |Simbad
107048|107048|  0|   |   |   |06 07 28.52|+24 12 59.5|16.28| 1.23| 2| 3|VC| -16.08|  0.24| 0.5| 10.0|     | 0|  |  |  0.49|SN | |   |  | |Simbad
 96048| 95048|  0|   |   |   |06 07 23.68|+24 24 28.6|16.01| 1.07| 2| 3|VC|  23.02|  0.62| 0.5| 10.0|     | 0|  |  |  1.24|SN | |   |  | |Simbad
 90049| 83049|  0|   |   |   |06 07 25.86|+24 14 05.6|16.27| 1.16| 2| 3|VC|  43.42|  0.75| 0.5| 12.5|  3.5| 0|  |  |  1.42|SN | |   |  | |Simbad
 87050| 80050|  1|   |   |   |06 07 19.83|+24 21 51.0|15.64| 0.89| 2| 3|VC|  36.46|  0.43| 0.6| 15.1|  5.1| 0|  |  |  0.77|SN | |   |  | |Simbad
 81050| 82050|  0|   |   |   |06 10 45.45|+24 30 55.5|15.67| 0.93| 1| 3|VC| -51.24|  0.91| 0.5| 10.0|     | 0|  |  |  1.81|SN | |   |  | |Simbad
124050|108050|  1|   |   |   |06 10 43.16|+24 08 38.2|15.89| 1.27| 1| 2|VC| -10.92|  0.08| 0.5| 10.0|     |  |  |  |  0.17|U  | |   |  | |Simbad
 72052| 67052|  0|   |   |   |06 07 38.64|+24 36 41.4|15.92| 0.87| 2| 3|VC|   9.50|  0.71| 0.5| 10.0|     | 0|  |  |  1.42|SN | |   |  | |Simbad
137053|152053|  0|   |   |   |06 10 51.67|+24 09 28.0|16.44| 1.24| 1| 3|VC|  30.33|  0.55| 0.5| 10.0|     | 0|  |  |  1.11|SN | |   |  | |Simbad
 61053| 65053|  1|   |   |   |06 10 47.49|+24 33 28.8|15.66| 0.87| 1| 3|VC|  11.22|  0.63| 0.5| 10.0|     | 0|  |  |  1.26|SN | |   |  | |Simbad
130054|120054|  1|   |   |   |06 07 32.32|+24 04 36.1|16.24| 1.23| 2| 2|VC|  26.29|  0.76| 0.5| 10.0|     |  |  |  |  1.51|U  | |   |  | |Simbad
159055|155055|  0|   |   |   |06 10 24.37|+23 59 38.6|16.47| 1.03| 2| 3|VC|   6.30|  0.20| 0.5| 10.0|     | 0|  |  |  0.40|SN | |   |  | |Simbad
 97055| 95055|  0|   |   |   |06 10 44.89|+24 36 42.6|15.84| 1.04| 1| 2|VC|-128.24|  0.11| 0.5| 10.0|     |  |  |  |  0.22|U  | |   |  | |Simbad
 82056| 81056|  0|   |   |   |06 07 31.46|+24 03 07.6|15.86| 1.26| 2| 3|VC|  30.21|  0.21| 0.5| 10.0|     | 0|  |  |  0.42|SN | |   |  | |Simbad
132057|138057|  1|   |   |   |06 10 50.20|+24 04 50.7|16.37| 1.16| 1| 2|VC| -24.67|  0.64| 0.5|  0.0|  0.0|  |  |  |  1.29|U  | |   |  | |Simbad
 62058| 57058|  0|   |   |   |06 07 27.77|+24 03 01.9|15.08| 0.75| 2| 3|VC| -49.71|  0.35| 0.5| 10.0|     | 0|  |  |  0.70|SN | |   |  | |Simbad
 65059| 61059|  0|   |   |   |06 10 34.34|+23 59 10.5|15.33| 0.90| 1| 3|VC|  34.31|  0.88| 0.5| 10.0|     | 0|  |  |  1.75|SN | |   |  | |Simbad
101059|110059|  0|   |   |   |06 10 51.79|+24 03 34.6|16.49| 1.03| 1| 4|VC| -24.08|  1.76| 0.5| 10.0|     | 0|  |  |  3.53|SN | |   |  | |Simbad
 44059| 65059|  0|   |   |   |06 10 10.32|+23 54 56.3|15.46| 1.00| 1| 3|VC|  19.82|  2.00| 0.8| 38.5|  0.8| 0|  |  |  2.37|SN | |   |RR| |Simbad
 93059| 90059|  0|   |   |   |06 10 38.72|+23 59 50.4|15.85| 1.13| 1| 2|VC|  13.13|  0.98| 0.5| 10.0|     |  |  |  |  1.95|U  | |   |  | |Simbad
111059|106059|  0|   |   |   |06 07 20.37|+24 04 15.1|16.28| 1.18| 2| 3|VC|   7.26|  1.31| 0.5| 10.0|     | 0|  |  |  2.62|SN | |   |  | |Simbad
100060| 93060|  0|   |   |   |06 07 23.62|+24 02 41.6|16.21| 0.92| 2| 3|VC|  59.38|  1.02| 0.5| 10.0|     | 0|  |  |  2.05|SN | |   |  | |Simbad
 40060| 36060|  0|   |   |   |06 10 27.59|+23 57 04.6|15.29| 0.88| 1| 3|VC|   3.02|  0.50| 0.6| 18.1|  1.0| 0|  |  |  0.84|SN | |   |  | |Simbad
 58020| 58020|  0|   |   |   |06 08 35.28|+24 26 52.9|16.21| 1.33| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 12025| 12025|  0|   |   |   |06 09 34.55|+24 10 05.1|14.29| 0.74| 1| 1|VC| 300.65|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 37025| 37025|  0|   |   |   |06 08 40.14|+24 09 48.1|15.82| 0.84| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
  7027|  7027|  0|   |   |   |06 09 45.01|+24 10 13.0|13.05| 0.66| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 72038| 71038|  0|   |   |   |06 10 29.11|+24 21 43.9|15.74| 0.96| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 54041| 57041|  0|   |   |   |06 10 30.85|+24 27 54.5|15.30| 0.77| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
101042|102042|  0|   |   |   |06 09 58.53|+24 37 44.0|16.33| 1.05| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 83042| 83042|  0|   |   |   |06 10 39.05|+24 22 25.5|15.80| 0.90| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
184042|180042|  0|   |   |   |06 10 29.24|+24 30 11.7|16.47| 1.33| 1| 2|VC| 164.00|137.85| 0.5|  0.0|  0.0|  |  |  |275.70|U  | |   |  | |Simbad
 73043| 71043|  0|   |   |   |06 07 44.54|+24 11 17.9|16.10| 1.03| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 27043| 36043|  0|   |   |   |06 10 39.77|+24 22 25.7|15.29| 0.76| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
123044|118044|  0|   |   |   |06 10 01.87|+24 38 03.5|16.40| 1.20| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
133045|134045|  0|   |   |   |06 10 34.21|+24 10 14.0|16.49| 1.03| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
126046|126046|  0|   |   |   |06 10 46.21|+24 24 43.9|16.36| 1.06| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
113047|134047|  0|   |   |   |06 08 28.14|+23 59 01.1|15.85| 0.89| 1| 3|VC|  45.48|  0.76| 0.5| 11.9|  0.8| 0|  |  |  1.45|SN | |   |  | |Simbad
138048|152048|  0|   |   |   |06 09 21.98|+23 57 04.5|16.45| 1.17| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 75048| 78048|  0|   |   |   |06 10 49.66|+24 24 52.9|15.65| 0.90| 1| 3|VC|  12.18| 17.13| 0.5|  0.0|  0.0| 0|  |  | 34.26|BLN| |   |  | |Simbad
163048|162048|  0|   |   |   |06 09 56.75|+24 41 26.4|16.46| 1.31| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
117048|116048|  0|   |   |   |06 07 35.87|+24 08 56.3|16.45| 1.12| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
104048|150048|  0|   |   |   |06 09 42.09|+23 57 56.5|16.47| 1.24| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
101049| 95049|  0|   |   |   |06 07 54.92|+24 38 14.8|16.34| 1.06| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 51049| 64049|  0|   |   |   |06 10 51.52|+24 26 08.4|15.85| 0.92| 1| 2|VC|   2.50|  0.83| 0.5|  0.0|  0.0|  |  |  |  1.65|U  | |   |  | |Simbad
 14049| 13049|  1|   |   |   |06 10 17.81|+24 38 51.3|13.61| 0.65| 2| 3|VC|   9.51| 24.04| 0.5|  0.0|  0.0| 0|  |  | 48.08|BU | |   |  | |Simbad
150049|127049|  0|   |   |   |06 09 44.48|+23 57 32.2|16.07| 1.11| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 80050| 89050|  0|   |   |   |06 09 52.80|+24 42 57.7|15.99| 0.99| 1| 2|VC|  -3.47|  0.29| 0.5|  0.0|  0.0|  |  |  |  0.58|U  | |   |  | |Simbad
104050|110050|  0|   |   |   |06 10 02.01|+24 41 53.0|16.43| 1.02| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 86050| 79050|  0|   |   |   |06 10 17.71|+24 39 23.6|15.63| 0.81| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 53050| 56050|  0|   |   |   |06 09 55.09|+24 42 47.2|15.24| 0.85| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
118050|109050|  0|   |   |   |06 10 47.75|+24 30 29.0|16.33| 1.24| 1| 2|VC|  58.54|  0.28| 0.5|  0.0|  0.0|  |  |  |  0.56|U  | |   |  | |Simbad
 22051| 23051|  1|   |   |   |06 10 00.92|+23 58 15.7|14.17| 0.70| 1| 2|VC|   7.12|  8.36| 0.5|  0.0|  0.0|  |  |  | 16.72|U  | |   |  | |Simbad
101051|103051|  0|   |   |   |06 10 50.95|+24 30 11.5|16.35| 1.12| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 89051| 91051|  0|   |   |   |06 07 36.36|+24 05 42.3|16.15| 0.94| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
105052| 93052|  0|   |   |   |06 07 36.23|+24 05 25.4|16.45| 1.08| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 78052| 77052|  0|   |   |   |06 07 31.92|+24 06 37.0|16.10| 0.90| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 75052| 69052|  0|   |   |   |06 07 34.69|+24 05 40.2|15.98| 1.25| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
106052| 94052|  0|   |   |   |06 07 33.37|+24 05 50.8|16.46| 1.04| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 65053| 72053|  0|   |   |   |06 10 06.11|+24 42 55.0|15.92| 0.91| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
140053|125053|  0|   |   |   |06 07 34.39|+24 05 15.8|16.48| 1.36| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 77053| 94053|  0|   |   |   |06 10 46.79|+24 07 23.1|16.28| 0.97| 1| 2|VC|  11.68|  0.59| 0.5|  0.0|  0.0|  |  |  |  1.18|U  | |   |  | |Simbad
 49053| 51053|  0|   |   |   |06 10 09.62|+24 42 40.5|15.29| 0.80| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 91053| 92053|  0|   |   |   |06 10 01.08|+24 43 52.2|16.26| 1.04| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 99054| 93054|  0|   |   |   |06 07 26.86|+24 06 50.8|15.96| 1.29| 2| 1|VC|  24.20|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 97054| 88054|  0|   |   |   |06 10 34.67|+24 02 24.6|15.93| 0.86| 1| 3|VC|  34.57|  3.99| 0.5|  0.0|  0.0| 0|  |  |  7.98|BLN| |   |  | |Simbad
115055|110055|  0|   |   |   |06 07 29.95|+24 05 00.1|16.14| 1.24| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
184055|191055|  0|   |   |   |06 08 05.90|+23 56 54.3|16.41| 1.06| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
109055|106055|  0|   |   |   |06 07 25.75|+24 05 45.8|16.07| 0.90| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
199056|156056|  0|   |   |   |06 08 05.34|+23 56 50.2|16.39| 1.11| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
122056|113056|  0|   |   |   |06 07 27.80|+24 04 42.7|16.31| 0.95| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 41056| 48056|  0|   |   |   |06 09 47.67|+24 46 42.3|15.27| 0.79| 1| 4|VC|  28.22|  1.36| 0.5|  0.0|  0.0| 0|  |  |  2.71|SN | |   |  | |Simbad
 98056| 96056|  0|   |   |   |06 07 27.17|+24 04 35.5|16.07| 1.26| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 64056| 69056|  0|   |   |   |06 10 44.62|+24 37 25.2|15.66| 1.20| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 83056| 82056|  0|   |   |   |06 07 26.76|+24 04 39.4|15.86| 1.27| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
160056|200056|  0|   |   |   |06 10 52.22|+24 35 03.6|15.93| 1.26| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
119056|131056|  0|   |   |   |06 10 55.94|+24 07 25.9|16.39| 0.98| 1| 1|VC|  30.47|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 62056| 61056|  0|   |   |   |06 10 11.93|+24 44 17.3|15.59| 1.16| 1| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
 97057| 87057|  0|   |   |   |06 07 23.82|+24 05 27.9|16.10| 0.98| 2| 0|VC|   0.00|      | 0.5|  0.0|  0.0|  |  |  |  0.00|U  | |   |  | |Simbad
117057|103057|  0|   |   |   |06 10 24.14|+23 58 31.0|16.22| 1.16| 1| 3|VC|  -8.31|  0.94| 0.5|  0.0|  0.0|96|  |  |  1.88|SM | |   |  | |Simbad
