# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,
# Mon Mar 16 21:25:09 2020,,,,,,,
#,,,,,,,
# User preference: *,,,,,,,
#,,,,,,,
# CONSTRAINT:  order by pl_imppar desc,,,,,,,
#,,,,,,,
# COLUMN kepid:          KepID,,,,,,,
# COLUMN pl_name:     KOI Name,,,,,,,
# COLUMN pl_orbper:     Orbital Period [days],,,,,,,
# COLUMN pl_imppar:     Impact Parameter,,,,,,,
# COLUMN pl_trandur:   Transit Duration [hrs],,,,,,,
# COLUMN pl_rade:       Planetary Radius [Earth radii],,,,,,,
# COLUMN pl_orbsmax:        Orbit Semi-Major Axis [au],,,,,,,
# COLUMN st_rad:       Stellar Radius [Solar radii],,,,,,,
#,,,,,,,
kepid,pl_name,pl_orbper,pl_imppar,pl_trandur,pl_rade,pl_orbsmax,st_rad
9674608,K01795.01,2.9720438,0.96,1.2836,7.8,0.034,0.587
11913013,K01462.01,3.747802,0.96,4.0261,12.4,0.047,1
4372768,K01327.01,15.6405,0.96,4.5378,5.4,0.121,0.92
3865567,K01182.01,11.116204,0.96,2.607,11.5,0.1,0.97
11125936,K01419.01,1.33610946,0.96,1.3584,7.2,0.024,1.01
10879208,K01286.01,0.66848386,0.96,1.539,7.7,0.014,0.8
4927315,K01663.01,11.769127,0.96,2.5604,3.1,0.104,1.01
9002237,K01389.01,4.3500872,0.96,2.2691,23.2,0.053,0.95
11043136,K01644.01,2.6217032,0.96,1.6087,10.5,0.038,1.01
6631721,K00160.01,13.738108,0.96,2.9226,4.4,0.118,1.25
10033279,K01604.01,72.49151,0.96,3.4655,5.3,0.333,1.04
5287983,K00828.01,2.5070917,0.96,1.5272,5.3,0.036,0.9
8655354,K00917.01,6.719698,0.96,2.3639,4.2,0.07,0.96
10848459,K00754.01,1.73695251,0.96,1.8204,12.3,0.028,0.89
11607193,K00983.01,7.154761,0.96,6.1538,7.6,0.084,1.73
7368664,K00614.01,12.874686,0.958,2.3111,7.9,0.108,0.9
6364215,K02404.01,2.100767,0.958,2.4792,1.52,0.032,0.9
3098810,K01878.01,40.80953,0.958,3.2386,3.2,0.24,1.17
8894646,K02641.01,3.555863,0.957,3.5615,1.2,0.045,1.1
10387742,K02583.01,3.032802,0.957,2.5603,0.75,0.04,0.91
5031857,K01573.01,24.811944,0.957,4.58,5.8,0.17,0.98
6441738,K01246.01,19.03707,0.957,4.1434,2.58,0.145,1.07
6690082,K01240.02,4.807078,0.956,1.019,2.41,0.055,0.86
6665223,K01232.01,119.4078,0.956,9.2774,16,0.435,0.8
5125347,K02241.01,7.165187,0.955,2.3331,2.8,0.074,0.98
6621116,K01226.01,137.759611,0.955,9.0746,34,0.478,0.79
11560897,K02365.01,35.96826,0.954,3.171,2.53,0.22,1.16
8978528,K01874.02,7.4164,0.953,2.5276,1.62,0.063,0.571
10027323,K01596.02,105.3531,0.953,4.318,3.09,0.381,0.642
8737796,K01252.01,0.88574975,0.9521,3.7669,8.2,0.017,0.8
5374854,K00645.01,8.503406,0.952,3.1501,2.9,0.088,1.67
10933561,K00291.02,8.129858,0.952,2.4153,2.14,0.08,1.34
8806072,K01273.01,40.05488,0.952,5.7638,3.5,0.224,0.83
8892910,K00132.01,10.8101351,0.952,3.7365,14.5,0.099,1.26
7509886,K00678.01,6.04047,0.951,2.3971,3.82,0.063,1.75
5384079,K02011.01,7.056747,0.951,2.0443,1.49,0.076,1.08
8554498,K00005.01,4.7803287,0.9507,2.0117,5.66,0.058,1.42
7765528,K01840.01,7.039324,0.9506,3.4539,4.1,0.073,1.11
10068383,K00725.01,7.3049752,0.95,3.5445,11.4,0.069,0.73
7109851,K03012.01,1.0864865,0.95,1.0041,2.17,0.022,1.98
6964159,K03129.01,25.50388,0.95,3.5764,1.59,0.168,0.87
6523351,K03117.01,6.066686,0.95,1.9871,1.48,0.063,1.32
5035972,K00406.01,49.266818,0.95,3.6642,14.5,0.259,1.04
7106173,K03083.03,8.29465,0.95,3.6785,0.74,0.081,0.91
5184911,K02719.01,4.115847,0.95,1.4988,1.82,0.044,0.652
6467363,K02840.02,7.446267,0.95,3.211,1.11,0.073,0.93
5480640,K02707.03,26.67568,0.95,2.8578,2.4,0.17,0.82
10471621,K02554.01,39.75719,0.95,1.728,2.24,0.198,0.61
7202957,K02687.02,8.167335,0.95,3.4159,2.64,0.082,1.94
5905822,K02801.01,6.992042,0.95,4.7926,1.56,0.077,2.07
6974658,K02925.01,0.7165345,0.95,0.7165,1.21,0.015,0.99
8845574,K01734.01,1.878156,0.95,1.7009,3.1,0.027,0.78
7918172,K01817.01,63.93401,0.95,9.2049,9,0.304,1.8
8612275,K02111.02,7.186476,0.95,1.6113,2.5,0.073,1.03
10854546,K02104.01,2.168446,0.95,1.6531,3,0.033,1.09
8394721,K00152.04,81.0632,0.95,3.7706,3,0.387,1.1
2574201,K01025.01,37.47868,0.95,3.599,2.66,0.178,0.513
9958387,K02677.01,237.7882,0.949,8.5152,6.5,0.788,1.2
8676038,K02410.02,86.5932,0.948,7.9792,2.68,0.389,0.95
9006449,K01413.03,33.88489,0.948,6.5113,1.72,0.197,0.94
7455287,K00886.01,8.010944,0.948,3.4129,2.09,0.063,0.498
8180063,K00905.01,5.79506,0.9477,3.1661,4.87,0.063,0.91
9518318,K01978.02,23.85136,0.947,2.6399,3.5,0.163,0.96
5364071,K00248.02,10.912935,0.947,2.8577,2.54,0.079,0.525
3942446,K01193.01,119.06285,0.947,3.0846,10.2,0.46,1.04
3939150,K01215.02,33.0059,0.947,8.1422,3.36,0.214,1.65
3861595,K00004.01,3.8493724,0.9462,2.9278,11.8,0.056,2.6
9119458,K00525.01,11.531837,0.946,2.2417,5,0.097,1.14
3446746,K00385.01,13.14494,0.946,4.1767,2.06,0.105,0.95
9834040,K01998.01,6.773958,0.946,3.223,3,0.072,1.01
10875245,K00117.04,7.95792,0.946,4.2797,1.08,0.083,1.18
8557374,K00692.02,4.822934,0.945,0.8829,2.1,0.055,0.87
8676038,K02410.01,186.654,0.944,10.5144,2.63,0.649,0.95
6279974,K01812.01,0.80526304,0.944,1.3826,4.8,0.018,1.09
4918309,K01582.01,186.3986,0.944,5.6453,7,0.622,0.82
2854914,K01113.02,83.4421,0.944,8.0853,3.1,0.389,1.13
4670217,K02560.01,18.12074,0.943,3.8005,2.77,0.128,0.9
7941200,K00092.01,65.70462,0.942,3.7622,3.32,0.327,1.044
10004738,K01598.03,13.93078,0.942,2.1785,1.47,0.112,0.9
3859628,K01191.01,8.17248,0.942,3.8508,3,0.08,0.81
10813132,K02378.01,4.767029,0.941,2.2618,1.54,0.053,0.95
8972058,K00159.02,2.403654,0.941,1.4074,1.33,0.036,1.19
6946199,K01359.02,104.8198,0.941,4.7146,7.3,0.443,0.92
2854914,K01113.01,25.93416,0.941,5.509,2.9,0.179,1.13
11285870,K03110.01,4.484904,0.94,2.5299,1.49,0.055,1.03
11518201,K03104.01,1.2368676,0.94,0.953,1.6,0.022,0.86
11508644,K03101.01,14.25624,0.94,4.4207,1.83,0.118,0.98
6786037,K00564.03,6.217168,0.94,4.0549,1.41,0.067,0.92
5807769,K02614.01,7.990251,0.94,3.2137,1.58,0.079,0.92
10202759,K02405.01,0.87295384,0.94,1.0575,2.2,0.02,1.39
8256453,K02573.01,1.3475056,0.94,1.9319,6,0.023,0.88
8360640,K02982.01,4.022294,0.94,0.9914,1.65,0.047,0.82
2720514,K02979.01,1.3712933,0.94,1.5376,1.19,0.025,1.12
5272233,K02711.02,17.34095,0.94,3.5592,1.87,0.132,1.12
9109857,K02833.01,1.7918814,0.94,1.2585,1.63,0.03,1.84
9244508,K02830.01,40.52797,0.94,10.7143,2.6,0.238,1
5481148,K02701.01,22.023599,0.94,2.0791,5.2,0.152,0.92
8873090,K02968.01,10.164295,0.94,6.0399,1.02,0.098,1.22
8326342,K02680.01,14.407937,0.94,2.0598,6.2,0.112,0.79
5613821,K02915.01,5.060935,0.94,2.501,1.02,0.056,0.908
9574614,K01745.01,0.98208505,0.94,1.2262,8.1,0.019,0.82
11075429,K02198.01,23.92113,0.94,4.8087,2.9,0.186,1.85
2860114,K02170.01,0.9416034,0.94,1.1171,2.6,0.017,0.81
11656918,K01945.02,17.11855,0.94,1.7227,1.6,0.123,0.81
7199774,K01346.01,4.70812816,0.94,2.7128,32,0.055,0.89
4480676,K01321.01,0.71196674,0.94,1.5898,11.7,0.015,0.98
11599264,K01417.01,8.4280726,0.94,1.8956,13.9,0.082,0.84
10749128,K01639.02,9.98226,0.94,1.074,1.36,0.094,1.04
6292162,K01125.01,7.814844,0.94,2.4785,5.7,0.078,0.95
7270230,K00876.01,6.99809945,0.94,1.8194,17.8,0.07,0.82
6037581,K01916.01,20.67885,0.9399,5.1195,2.16,0.15,0.96
8703129,K02758.01,253.3529,0.938,25.3326,32.3,0.99,6.34
6021275,K00284.01,18.01001,0.938,3.1198,1.68,0.134,1.03
5705819,K02091.01,8.77988,0.938,3.8272,2.55,0.077,0.72
9364290,K02374.02,12.16262,0.938,1.927,2.25,0.099,1
9455325,K01813.01,9.767805,0.938,2.3013,3,0.084,0.98
12159249,K01536.01,3.744351,0.938,3.3615,1.28,0.049,1.15
7051180,K00064.01,1.9510914,0.937,1.8143,5.12,0.03,1.17
7098355,K00454.01,29.0078,0.937,5.8273,2.9,0.172,0.77
11037335,K01435.02,10.446362,0.937,2.4951,2.15,0.095,0.93
8247638,K00907.04,99.6368,0.937,5.2728,4.1,0.414,1.09
10002866,K00723.03,10.088813,0.936,1.815,4.4,0.087,0.76
7445445,K00567.03,29.02277,0.936,4.1754,2.8,0.183,0.89
10134152,K02056.01,39.31435,0.936,5.8742,2.56,0.231,0.96
4644952,K01805.01,6.941344,0.936,2.1788,5.6,0.07,1.49
10604335,K01298.01,11.008121,0.936,2.376,2.77,0.082,0.566
10656823,K00598.02,34.09638,0.935,4.4027,1.85,0.195,0.74
5219234,K01563.04,16.73866,0.935,2.9084,3.6,0.124,0.87
10963065,K01612.01,2.465031,0.935,1.1893,0.78,0.036,1.31
7115785,K00672.02,41.74999,0.9344,6.7028,4.03,0.23,1
11553706,K00009.01,3.71980854,0.934,2.7606,8.3,0.049,1.05
3447722,K01198.04,1.008617,0.933,0.9083,1.45,0.021,1.14
6849310,K00864.03,9.767316,0.933,1.5097,2.6,0.087,0.81
8008067,K00316.03,7.305685,0.932,1.5557,2.15,0.076,1.18
8891318,K00465.01,363.7077,0.932,8.5344,5.2,1.034,1.03
7504328,K00458.01,53.71798,0.932,4.0204,8.3,0.274,1.17
10005758,K01783.01,134.47972,0.932,5.9562,8.5,0.533,1.03
9518318,K01978.01,6.511168,0.932,1.8157,3.1,0.069,0.96
10287242,K00735.01,22.34133,0.932,6.0329,5.7,0.144,0.85
10875245,K00117.03,3.179962,0.932,3.7308,1.58,0.045,1.18
9957627,K00592.01,39.75062,0.931,5.6679,3,0.231,1.06
9269281,K01398.01,5.823445,0.931,2.5802,3.3,0.064,0.91
4649305,K00143.01,22.651197,0.931,3.4917,8.3,0.174,1.37
9763754,K00589.01,17.477,0.93,4.0841,0.7,0.136,1.01
6072593,K03070.01,5.075358,0.93,1.7583,1.8,0.057,1.12
9962455,K02748.02,5.777213,0.93,2.4867,1.28,0.062,0.84
5369827,K02690.01,3.6069424,0.93,1.1924,2.8,0.044,1.06
6878240,K02681.02,22.25088,0.93,1.679,2.51,0.146,0.74
7593110,K01748.01,3.54938827,0.93,2.4529,33,0.046,0.95
6342333,K02065.01,80.23247,0.93,4.3022,3.6,0.353,0.88
4743513,K00024.01,2.08607713,0.93,1.9185,10.7,0.033,1.06
6041734,K02167.02,6.95756,0.93,1.5088,0.74,0.074,1.08
4247991,K02311.02,13.7255,0.93,7.6193,0.77,0.114,0.985
4570931,K01343.01,1.5449259,0.93,1.0397,1.9,0.027,1.25
3655332,K01179.01,15.066534,0.93,4.8305,25,0.117,0.98
10785538,K01313.01,0.52245826,0.93,0.8612,1.55,0.013,0.98
9902856,K01556.01,135.91248,0.93,5.5354,13.1,0.531,1.01
12644774,K01555.01,41.07754,0.93,4.92,9,0.237,1.12
9084778,K01631.01,0.59224443,0.93,1.0979,6.5,0.012,0.74
1027438,K01010.01,110.616,0.93,5,0.91,0.489,1.56
6307521,K01126.01,29.74516,0.93,20.206,2.9,0.179,0.76
6131236,K01051.01,6.796859,0.929,3.3384,2.31,0.071,0.95
10358759,K00738.02,13.28992,0.929,3.8436,3.5,0.111,0.92
7509886,K00678.02,4.138553,0.928,2.4178,3.52,0.049,1.75
4939346,K01873.01,71.3101,0.928,11.6175,5.4,0.344,0.97
11337833,K01651.01,51.3002,0.928,5.8989,2.7,0.274,0.94
2164169,K01029.01,32.31153,0.928,5.8943,3,0.2,0.96
3230491,K01096.01,414,0.928,7.0464,10.3,1.062,0.83
7603200,K00314.02,23.089447,0.927,2.0012,2.06,0.128,0.612
12643589,K00376.02,1.4116378,0.927,1.2733,3.6,0.027,1.23
7877978,K02760.01,56.57372,0.927,4.0246,2.04,0.249,0.619
10227501,K00985.01,2.002808,0.927,3.0563,2.4,0.029,0.86
10189546,K00427.01,24.614847,0.926,3.1902,4.2,0.157,0.85
3728701,K02536.01,51.1295,0.926,7.0325,2.7,0.272,1.12
8950568,K02038.03,17.91304,0.926,4.7082,1.56,0.131,0.84
4037164,K01184.01,0.63544633,0.926,1.248,4.9,0.012,0.62
6721123,K00114.01,7.361789,0.926,3.8858,3.78,0.082,1.92
10358759,K00738.01,10.338082,0.926,3.6485,3.8,0.094,0.92
3329204,K01095.01,51.59845,0.926,2.5806,8.5,0.266,0.83
4570949,K01658.01,1.54492977,0.9256,1.4841,12.35,0.029,1.331
6422155,K00510.04,35.11836,0.925,3.9358,3,0.199,0.97
8950568,K02038.04,25.21767,0.925,5.3058,1.61,0.165,0.84
8950568,K02038.02,12.51217,0.925,4.3714,2.2,0.103,0.84
3115833,K00797.01,10.181582,0.925,3.4972,9.1,0.094,0.95
7377033,K00882.01,1.9568102,0.925,2.1714,18,0.029,0.79
3247396,K00121.01,8.811135,0.9247,3.9481,5.48,0.094,2.32
7259298,K02561.01,3.239425,0.924,2.5718,1.08,0.044,0.98
3229150,K02150.01,18.50687,0.924,4.9809,2.8,0.137,0.91
5364071,K00248.03,2.576555,0.924,1.8736,1.84,0.03,0.525
3534076,K01209.01,272.07,0.924,3.9556,7.6,0.8,0.81
10514429,K01614.01,20.71855,0.924,4.7662,2.17,0.147,1.33
10875245,K00117.02,4.901467,0.924,4.41,1.71,0.06,1.18
8494142,K00370.02,22.95036,0.923,4.7683,2.65,0.172,1.98
9353314,K01900.01,5.18498,0.923,2.412,1.51,0.05,0.59
6869184,K01732.01,43.31688,0.923,5.9111,3.2,0.237,0.84
9590976,K00710.02,8.58604,0.922,3.6969,1.83,0.091,1.356
8753896,K02473.02,73.4574,0.922,5.2786,2.1,0.338,0.84
9757613,K00250.04,46.82787,0.922,2.3647,2.98,0.218,0.577
9892816,K01955.01,15.170189,0.9214,4.2185,2.06,0.127,1.12
5689351,K00505.01,13.767145,0.921,3.1803,6.04,0.109,1.86
9631762,K00588.01,10.355742,0.921,3.1545,2.08,0.081,0.64
7584650,K02631.02,3.95383,0.921,2.365,0.99,0.05,1.2
8950568,K02038.01,8.305992,0.921,3.8461,1.99,0.079,0.84
7287995,K00877.03,20.83798,0.921,2.6086,1.39,0.128,0.594
8313667,K01145.01,30.58396,0.9203,6.151,2.7,0.195,0.96
10585738,K03032.01,0.6364255,0.92,1.1109,1.4,0.013,0.76
3852655,K03002.01,11.629096,0.92,2.8463,1.36,0.102,1.12
9288237,K03114.01,7.491341,0.92,6.4821,0.78,0.077,1.03
8581240,K03111.01,10.767947,0.92,3.649,2.09,0.101,1.97
7582689,K03097.02,6.802581,0.92,4.4972,1.25,0.075,1.79
10073672,K02764.01,2.2529748,0.92,1.623,2.2,0.028,0.75
6521045,K00041.03,35.33314,0.92,6.1426,1.4,0.218,1.23
3346154,K02723.01,1.9527091,0.92,0.8842,2.3,0.03,0.9
10812504,K02570.01,79.9186,0.92,5.2594,2.2,0.297,0.522
7826659,K02686.01,211.03814,0.92,8.0126,3.6,0.608,0.65
7047824,K02806.01,24.7545,0.92,3.509,2.06,0.146,0.664
6716021,K02679.01,110.75576,0.92,6.3447,14.1,0.481,1.167
6779260,K02678.01,3.8330915,0.92,1.6072,4.3,0.046,1.59
3248501,K02052.01,4.224636,0.92,1.4498,4.1,0.053,1.05
5992270,K01855.01,58.42991,0.92,5.6488,3.26,0.25,0.577
8892721,K01844.01,61.49075,0.92,7.5329,5.6,0.281,0.76
6205897,K01967.01,4.417749,0.92,1.9632,1.45,0.047,0.7
8624520,K01816.01,10.240605,0.92,1.0877,5.7,0.086,0.83
6153672,K01794.01,3.3644286,0.92,1.284,7.9,0.044,0.89
7830637,K01454.01,121.59085,0.92,8.4598,11.8,0.49,0.96
11176127,K01430.02,22.92927,0.92,2.022,2.58,0.138,0.635
10337517,K01165.01,7.053943,0.92,1.8035,3.2,0.071,1.17
10514770,K01156.01,1.87242214,0.92,1.4043,6.4,0.028,0.86
8935810,K01395.01,6.230227,0.92,1.6668,3.2,0.063,0.76
4276716,K01619.01,20.66589,0.92,3.1778,0.8,0.129,0.619
5177104,K01603.01,3.021542,0.92,3.2023,1.66,0.042,1.02
8951215,K00924.01,39.47585,0.92,2.616,3.9,0.235,1.02
8414907,K01134.02,200.61103,0.92,7.13,8.4,0.605,0.73
3344419,K01181.01,0.65178449,0.919,1.4865,9.4,0.014,0.93
6448890,K01241.01,21.40505,0.919,11.0797,7.86,0.167,3.14
7220322,K01350.01,0.75216031,0.919,1.6577,8.92,0.016,0.913
11360571,K02069.01,77.2557,0.9186,11.5134,3.63,0.366,1.132
10875245,K00117.01,14.749102,0.9182,6.7159,2.93,0.125,1.18
8891278,K00698.01,12.7187062,0.918,2.4606,10.87,0.103,0.911
7690844,K01508.01,22.04579,0.918,5.6292,3.01,0.154,0.89
11086270,K00124.02,31.71987,0.918,5.3504,3.59,0.2,1.58
6422367,K00559.01,4.331346,0.917,2.9318,1.61,0.049,0.88
8505920,K02094.01,42.42548,0.917,5.3377,2.8,0.222,0.9
12401863,K02331.01,2.832617,0.917,2.5967,1.35,0.04,1.04
4474645,K01657.01,3.8867133,0.917,10.2357,7.5,0.048,0.89
10130039,K01909.03,25.09858,0.916,3.024,1.6,0.171,1
11295426,K00246.02,9.604869,0.916,2.9435,1.11,0.091,1.242
1026957,K00958.01,21.761277,0.916,1.5138,3.1,0.136,0.7
10221013,K00728.01,7.1893676,0.915,2.0254,11.2,0.075,1
10794087,K01316.02,12.37679,0.915,3.85,1.47,0.113,1.84
7808587,K01533.01,6.241515,0.915,3.3559,1.66,0.07,1.1
8302450,K01144.01,2.441978,0.915,3.1202,1.86,0.036,0.95
8349405,K01149.01,7.1688266,0.9149,1.289,0.97,0.069,0.8
8826168,K01850.01,11.551282,0.914,3.688,2.15,0.101,0.91
9945370,K02285.01,37.94523,0.914,4.6628,3.5,0.221,0.89
5130369,K00140.01,19.978478,0.914,8.7491,8.9,0.185,1.84
5443837,K00554.01,3.6584892,0.913,2.6341,7.7,0.047,0.96
8277797,K01820.02,1.653898,0.913,1.9817,1.97,0.026,1.41
12459913,K00602.01,12.91384,0.912,5.7586,2.75,0.112,1.1
5005121,K02237.01,76.4241,0.912,7.9885,2.9,0.36,0.97
10713616,K01311.01,83.57752,0.912,8.0169,4.2,0.388,1.38
10718726,K00600.01,3.595736,0.911,3.5351,2.31,0.047,1.01
8978528,K01874.01,18.68465,0.911,4.5303,2.47,0.116,0.571
8277797,K01820.01,4.337238,0.911,2.7559,3.23,0.05,1.41
8240797,K01809.01,13.093922,0.911,2.3946,2.34,0.105,0.909
8684730,K00319.01,46.15159,0.91,6.2262,7.5,0.269,1.47
11656721,K00541.01,13.64625,0.91,3.8792,2.5,0.108,0.8
10554999,K00534.01,6.400104,0.91,2.0278,2.48,0.064,0.738
4676964,K03069.01,43.1036,0.91,7.0288,2.23,0.23,1.02
6758917,K00453.01,2.236102,0.91,1.7331,20,0.033,0.85
7463685,K02890.01,8.9881,0.91,4.5809,1.39,0.086,0.93
9881077,K02751.01,24.40015,0.91,2.774,2.38,0.142,0.616
9210387,K02416.01,5.90577,0.91,2.4728,1.55,0.064,0.92
5007345,K02406.01,7.010723,0.91,2.3273,1.82,0.075,1.09
9467404,K02717.01,0.9299076,0.91,1.7816,1.78,0.02,1.35
6356692,K02948.01,11.39153,0.91,4.9825,1.31,0.098,1.58
5185897,K02693.02,11.419409,0.91,3.2011,0.92,0.086,0.575
11197853,K02813.01,0.6984594,0.91,0.9139,1.2,0.014,0.84
7202957,K02687.01,1.7168333,0.91,2.1111,1.9,0.029,1.94
9612825,K02685.01,2.8465115,0.91,3.2926,4.91,0.032,0.628
6837283,K02914.01,21.11813,0.91,9.9358,1.96,0.162,1.56
3969687,K02904.01,16.35834,0.91,9.5393,1.21,0.127,0.93
4846856,K02900.01,46.15103,0.91,5.4368,2.8,0.232,0.81
2832589,K01942.01,10.849813,0.91,3.7848,2.85,0.09,0.72
6119141,K02343.01,29.07308,0.91,2.6874,2.7,0.18,1.06
5364071,K00248.01,7.203794,0.91,2.9766,2.71,0.06,0.525
11017901,K01800.01,7.7942995,0.91,1.08,6.2,0.074,0.94
10555375,K00158.01,5.8018305,0.91,3.6784,6.8,0.068,2.15
11391667,K01652.01,1.08373681,0.91,1.4942,14.6,0.02,1.19
11392618,K01623.01,110.92154,0.91,4.9151,2.3,0.446,0.9
6387969,K01617.01,135.908,0.91,1.8329,0.94,0.533,1.15
4725681,K00817.02,8.29561,0.91,1.404,1.96,0.066,0.524
5899544,K01034.01,1.73942761,0.91,1.937,11.8,0.028,0.81
6677841,K01236.03,54.3995,0.9098,7.778,3.1,0.307,1.27
9266431,K00704.01,18.396319,0.909,2.8644,2.8,0.128,0.88
5436013,K02471.01,25.88898,0.909,5.1314,1.78,0.162,0.92
8892157,K02224.01,3.730927,0.909,2.9849,1.39,0.047,0.88
11391755,K02639.01,25.0923,0.908,6.6529,3.1,0.17,1.12
6269070,K02608.01,2.76121,0.908,3.9345,1.31,0.039,1.1
7303253,K00878.01,23.58906,0.908,4.879,3,0.144,0.7
10345478,K00737.01,14.49836,0.908,3.7177,5.4,0.109,0.75
8625925,K00580.01,6.521234,0.907,3.0256,2.94,0.068,0.87
10990886,K00478.01,11.023423,0.907,1.6588,2.64,0.078,0.502
11771430,K02582.01,40.03252,0.907,4.9377,1.93,0.233,1.06
5371776,K01557.03,5.315965,0.907,1.2058,2.6,0.053,0.67
6359320,K01127.01,5.326679,0.907,3.713,2.67,0.06,0.89
10214162,K01724.01,17.42459,0.906,4.408,3.4,0.135,1.01
5436502,K00834.05,50.4454,0.906,7.8835,2,0.265,0.9
10232123,K01075.01,1.34376795,0.906,1.7276,9.4,0.024,1.048
8950853,K01412.01,37.81266,0.9052,9.5638,2.51,0.227,1.08
6425957,K00663.02,20.306591,0.904,2.9732,1.85,0.122,0.562
8616637,K00579.02,3.763008,0.904,1.5948,1.7,0.044,0.74
8266276,K01731.01,2.594962,0.904,2.0544,2.51,0.034,0.87
4851530,K01884.02,4.775041,0.904,1.8721,2.63,0.055,0.92
8037145,K00520.03,25.75101,0.903,2.855,2.7,0.156,0.79
6037581,K01916.02,9.599922,0.903,4.698,1.89,0.09,0.96
11086270,K00124.01,12.69115,0.903,4.1529,3.01,0.109,1.58
10587105,K00339.02,12.83404,0.902,3.2681,2.06,0.112,1.04
4932442,K01665.02,5.91461,0.902,3.2063,0.96,0.065,0.97
3442055,K01218.01,29.61981,0.902,5.2678,2.27,0.185,1.05
6359320,K01127.02,8.1281,0.902,4.1479,1.7,0.08,0.89
5283542,K00827.01,5.975807,0.901,2.7555,3.4,0.066,0.97
5893123,K00653.01,1.1259616,0.9,1.3154,2.3,0.023,1.34
10196493,K03149.01,9.81102,0.9,2.0861,0.95,0.088,1
11565544,K03013.01,3.765615,0.9,0.9996,1.58,0.047,0.85
9941859,K00528.03,20.5528,0.9,2.4541,3.4,0.141,1.05
4374339,K02987.01,0.9937079,0.9,0.905,1.5,0.021,1.5
12168993,K03105.01,4.212186,0.9,5.7309,0.91,0.047,0.74
3342463,K00383.01,34.1079,0.9,4.0986,0.73,0.217,1.14
9119568,K03087.01,5.548297,0.9,4.4866,0.79,0.056,0.79
12314973,K00279.02,15.413121,0.9,6.6711,2.5,0.128,1.31
6679295,K02862.01,24.57537,0.9,2.3242,2.2,0.13,0.57
10812504,K02570.02,4.42968,0.9,1.9611,0.9,0.043,0.522
6197215,K02829.01,10.613405,0.9,1.2982,2,0.098,1.28
8885643,K02789.01,3.401648,0.9,1.8665,1.7,0.046,1.03
2437505,K02671.02,17.55078,0.9,3.7335,2.21,0.079,0.27
6768394,K02086.02,8.91935,0.9,4.4059,2.4,0.087,1.47
8229458,K02238.01,1.646819,0.9,1.2565,1.07,0.022,0.527
8167996,K01867.02,13.969407,0.9,1.5936,2.14,0.093,0.523
8013439,K02352.03,8.256215,0.9,2.2241,1.09,0.089,1.352
6862721,K01982.01,4.887533,0.9,2.1861,2.5,0.054,0.77
11769890,K01980.01,122.8767,0.9,8.2007,2.8,0.47,0.82
11852982,K00247.01,13.815058,0.9,2.3716,1.94,0.091,0.511
9851226,K01468.01,8.480262,0.9,5.9209,4.5,0.081,0.99
4760746,K01455.01,15.068058,0.9,2.6661,13.1,0.12,0.66
3966912,K01186.01,55.66582,0.9,15.6956,4.7,0.274,0.86
6956233,K01352.01,4.8188665,0.9,5.1321,4.5,0.052,0.7
10223616,K01076.01,29.125659,0.9,5.9717,4.81,0.161,0.634
5982368,K01041.01,19.56309,0.9,5.6756,10.9,0.145,1.14
8174625,K01017.01,17.44487,0.9,4.5588,3.4,0.125,0.95
8330548,K01132.01,1.9141577,0.9,2.9175,13.4,0.031,1.07
10271806,K00733.04,18.64385,0.9,1.8654,2.55,0.129,0.72
8832512,K01821.01,9.976834,0.899,3.8004,3.5,0.085,0.94
3939150,K01215.01,17.3244,0.899,8.333,2.92,0.139,1.65
3231341,K01102.04,4.244363,0.899,3.1626,1.7,0.052,1.12
6526710,K00856.01,39.748877,0.899,7.238,15,0.234,0.98
9703198,K00469.01,10.32908,0.898,1.3553,5.9,0.096,1.02
8892157,K02224.02,86.1241,0.898,8.9361,2.04,0.379,0.88
3756801,K01206.01,1548,0.898,33.542,6.2,2.592,1.44
6205468,K01037.01,3.7228769,0.898,10.2221,5.9,0.047,0.89
8292840,K00260.03,21.86964,0.8975,5.7659,1.79,0.159,1.26
6768394,K02086.01,7.131618,0.896,4.1519,2.2,0.075,1.47
4644952,K01805.02,31.78226,0.896,4.1042,4.3,0.194,1.49
5956342,K01052.04,43.13042,0.896,3.1982,2.57,0.252,1.07
6359320,K01127.03,2.83678,0.896,3.0226,1.38,0.04,0.89
3231341,K01102.02,8.145035,0.896,4.0842,2.8,0.08,1.12
9595686,K00944.01,3.1082511,0.896,2.5337,4.4,0.039,0.84
5689351,K00505.04,8.34811,0.895,2.8473,3.76,0.078,1.86
11807274,K00262.01,7.812512,0.895,4.2439,2.2,0.082,1.88
9763348,K01852.01,15.77378,0.895,5.5063,2.43,0.124,1.037
11043167,K01444.01,44.93128,0.895,7.0584,3.5,0.261,1.38
8678594,K01261.02,15.19471,0.895,3.2752,2.02,0.121,0.93
8628973,K00916.01,3.3149523,0.895,1.9184,4,0.041,0.88
2584163,K01031.01,14.55916,0.895,6.3273,2.04,0.117,0.97
10662202,K00750.01,21.6769,0.895,3.4269,2.5,0.136,0.687
11569782,K02225.01,2.787876,0.894,2.2133,1.12,0.034,0.649
8082001,K01570.01,6.338518,0.894,3.4106,2.85,0.069,0.92
