#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-11T18:32:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5df136376f63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/AJ/138/159&tab:{J/AJ/138/159/table2}&key:source=J/AJ/138/159/table2&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/138/159/table2
#-order=I
#-out=WOCS
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#-out=N1
#-out=N2
#-out=RV
#-out=e_RV
#-out=e/i
#-out=Mmb
#-out=bin
#-out=gamma
#-out=Com
#-out.all=2
#

#RESOURCE=yCat_51380159
#Name: J/AJ/138/159
#Title: NGC 6819 stellar radial-velocity and photometry (Hole+, 2009)
#Table	J_AJ_138_159_table2:
#Name: J/AJ/138/159/table2
#Title: The NGC 6819 WOCS radial-velocity database
#Column	WOCS	(A6)	WIYN Open Cluster Study identification (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	Averaged V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Averaged B-V color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	N1	(I2)	Number of WIYN RV measurements	[ucd=meta.number]
#Column	N2	(I2)	Number of CfA RV measurements	[ucd=meta.number]
#Column	RV	(F7.2)	Mean radial velocity	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RV	(F5.2)	Standard error of RV (1)	[ucd=stat.error]
#Column	e/i	(F6.2)	? external/internal error ratio (2)	[ucd=stat.error]
#Column	Mmb	(I2)	? Calculated RV membership probability [NULL integer written as an empty string]	[ucd=meta.code.member]
#Column	bin	(A3)	Binarity classification (3)	[ucd=meta.code.multip]
#Column	gamma	(F7.3)	? Center-of-mass radial velocity {gamma}	[ucd=phys.veloc;pos.barycenter]
#Column	Com	(a19)	Additional comment	[ucd=meta.note]
WOCS|RAJ2000|DEJ2000|Vmag|B-V|N1|N2|RV|e_RV|e/i|Mmb|bin|gamma|Com
042019|19 41 25.57|+40 20 58.7|15.74| 0.62| 5| 0|   6.18| 0.27|  1.36| 1|SN |       |
043019|19 40 31.26|+40 09 40.4|15.77| 0.58| 1| 0|   1.95| 0.40|      |  |U  |       |
046019|19 41 32.11|+40 02 58.2|15.78| 0.62| 3| 0|  12.28| 0.33|  1.18| 0|SN |       |
048019|19 41 38.31|+40 03 26.3|15.94| 0.64|17| 0|   2.54| 0.23|  2.26|95|SM |       |
049019|19 40 46.40|+40 04 23.1|15.95| 0.73| 3| 0| -66.33| 0.05|  0.18| 0|SN |       |
051019|19 41 14.73|+40 02 40.1|16.10| 0.62| 3| 0|   1.58| 0.46|  1.62|94|SM |       |
052019|19 41 58.69|+40 06 43.7|16.13| 0.66| 3| 0|   1.79| 0.15|  0.52|94|SM |       |
055019|19 41 31.72|+40 20 44.5|16.27| 0.63| 3| 0|   1.72| 0.35|  1.23|94|SM |       |
058019|19 41 01.55|+40 20 37.1|16.30| 0.64| 2| 0| -37.68| 0.37|      |  |U  |       |
059019|19 41 18.35|+40 21 01.7|16.32| 0.64| 3| 0|   1.51| 0.24|  0.86|93|SM |       |
061019|19 41 37.34|+40 20 23.4|16.32| 0.66| 4| 0|   4.06| 0.32|  1.39|83|SM |       |
062019|19 40 32.06|+40 15 02.1|16.35| 0.69| 8| 0|   0.92| 3.01| 19.90|  |BLM|       |
063019|19 40 49.31|+40 19 26.7|16.34| 0.51| 3| 0|  24.27| 0.42|  1.50| 0|SN |       |
067019|19 42 03.60|+40 09 26.0|16.50| 0.77| 3| 0|  11.08| 0.24|  0.86| 0|SN |       |
068019|19 41 25.83|+40 02 38.2|16.50| 0.78| 2| 0| -58.53| 0.45|      |  |U  |       |
001020|19 42 04.52|+40 14 57.0|11.06| 1.69| 3| 0| -10.70| 0.61|  2.14| 0|SN |       |
002020|19 41 52.14|+40 19 08.2|12.46| 1.26| 3| 0|  -8.51| 0.05|  0.17| 0|SN |       |
003020|19 40 33.36|+40 16 16.9|13.79| 0.82| 0| 7| -13.23| 0.18|  0.64| 0|SN |       |
004020|19 42 02.73|+40 16 48.6|13.23| 1.11| 3| 0| -86.47| 0.17|  0.59| 0|SN |       |
006020|19 40 54.47|+40 02 56.2|13.42| 0.67| 0| 5| -45.60| 0.63|  1.80| 0|SN |       |
007020|19 42 07.52|+40 10 49.1|13.45| 0.49| 3| 0| -15.09| 0.27|  0.94| 0|SN |       |
008020|19 41 48.07|+40 19 45.6|13.46| 1.18| 4| 0| -38.62| 0.04|  0.18| 0|SN |       |
009020|19 40 27.45|+40 10 40.9|13.51| 1.41| 1| 2|  17.72| 0.19|  0.44| 0|SN |       |
010020|19 42 06.12|+40 14 21.9|13.76| 0.65| 4| 0|  -5.80| 0.37|  1.61| 0|SN |       |
011020|19 41 38.19|+40 03 07.3|14.05| 0.57| 4| 0|   4.34| 0.09|  0.39|75|SM |       |
012020|19 40 27.83|+40 09 06.6|14.16| 0.62| 0| 3| -17.32| 0.81|  1.63| 0|SN |       |
013020|19 40 50.92|+40 19 51.1|14.18| 1.20| 3| 0| -22.36| 0.08|  0.28| 0|SN |       |
014020|19 40 42.20|+40 18 52.4|14.29| 0.70| 1| 2| -25.40| 0.30|  0.70| 0|SN |       |
015020|19 41 56.03|+40 18 26.3|14.36| 0.58| 4| 0|  -4.87| 0.10|  0.45| 0|SN |       |
017020|19 42 05.53|+40 07 52.8|14.55| 0.63|15| 0| -32.60| 5.85| 54.74|  |BLN|       |
018020|19 41 30.67|+40 02 13.2|14.61| 0.67|13| 0| -14.46| 1.28| 11.10|  |BLN|       |
019020|19 41 43.00|+40 03 29.3|14.84| 0.68| 6| 0|   1.99| 0.16|  0.91|95|SM |       |
020020|19 41 33.16|+40 02 26.1|14.91| 0.68| 8| 0|   1.85| 0.26|  1.72|94|SM |       |
021020|19 42 08.19|+40 11 25.5|14.90| 1.19| 4| 0| -20.57| 0.70|  3.04| 0|SN |       |
022020|19 42 06.85|+40 09 58.2|15.08| 0.59|12| 0|  -0.03| 0.06| 19.93|82|BM |  0.590|SB1
023020|19 41 52.39|+40 18 57.1|15.25| 0.58| 6| 0|   2.18| 0.53|  2.98|95|SM |       |
024020|19 42 07.82|+40 09 36.2|15.27| 0.67| 3| 0|  29.22| 0.26|  0.93| 0|SN |       |
025020|19 40 42.68|+40 18 35.8|15.33| 0.67| 3| 0| -58.33| 0.04|  0.13| 0|SN |       |
026020|19 41 52.76|+40 04 26.3|15.34| 1.22| 2| 0| -89.83| 0.22|      |  |U  |       |
027020|19 42 09.12|+40 13 11.0|15.33| 0.61|16| 0|   2.89| 0.05|  9.60|95|BM |  2.200|SB1
028020|19 41 21.81|+40 02 02.5|15.34| 0.67| 3| 0| -23.91| 0.06|  0.20| 0|SN |       |
029020|19 41 52.28|+40 19 10.9|15.38| 0.67|18| 0|  -3.12| 0.75|  7.75|  |BU |       |
030020|19 42 05.17|+40 08 05.1|15.45| 0.93| 3| 0| -15.19| 0.23|  0.81| 0|SN |       |
031020|19 40 36.87|+40 05 49.4|15.54| 0.65| 3| 0|  15.23| 0.31|  1.08| 0|SN |       |
034020|19 42 07.46|+40 14 21.7|15.71| 0.78| 1| 0| -19.38| 0.40|      |  |U  |       |
035020|19 41 29.55|+40 21 05.6|15.80| 0.60|15| 0|   3.80| 0.04| 19.18|93|BM |  1.453|SB1
036020|19 41 50.35|+40 04 35.4|15.82| 0.64| 3| 0|  28.15| 0.53|  1.88| 0|SN |       |
037020|19 41 48.56|+40 03 55.6|15.82| 0.78| 3| 0|-241.84| 0.26|  0.91| 0|SN |       |
040020|19 41 13.00|+40 21 24.8|15.87| 0.79| 9| 0| -11.45| 0.10|  0.71| 0|SN |       |
041020|19 41 24.00|+40 01 52.2|15.91| 0.63|15| 0|  -1.31| 0.10| 84.94| 9|BN |  5.669|SB1
042020|19 41 42.16|+40 20 28.1|15.95| 0.74| 3| 0|  21.11| 0.46|  1.63| 0|SN |       |
045020|19 41 58.57|+40 17 45.9|16.07| 0.61| 5| 0|   1.16| 0.74|  3.68|91|SM |       |
048020|19 41 42.70|+40 20 31.1|16.09| 0.53| 4| 0| -50.37| 3.38|      |  |BLN|       |Rapid rotator
049020|19 41 51.63|+40 04 20.8|16.08| 0.63| 3| 0|   1.62| 0.78|  2.76|94|SM |       |
050020|19 41 59.36|+40 06 13.7|16.13| 0.76| 3| 0| -29.12| 0.19|  0.69| 0|SN |       |
051020|19 40 56.28|+40 20 31.0|16.14| 0.63| 4| 0|  23.35| 0.40|  1.73| 0|SN |       |
054020|19 40 27.70|+40 12 13.6|16.20| 0.71| 3| 0| -50.52| 2.85| 10.09|  |BLN|       |
055020|19 40 38.92|+40 05 02.5|16.28| 0.65| 3| 0|   2.65| 0.34|  1.22|95|SM |       |
057020|19 40 59.47|+40 20 58.3|16.30| 0.63|18| 0|   1.11| 0.17|      |88|BM |  3.781|Rapid rotator ; SB1
058020|19 41 49.26|+40 04 17.5|16.32| 0.64| 3| 0| -10.02| 0.05|  0.19| 0|SN |       |
063020|19 40 38.35|+40 18 03.6|16.44| 0.64| 3| 0| -33.62| 0.64|  2.26| 0|SN |       |
002021|19 41 55.38|+40 04 34.8|12.79| 1.25| 3| 0|  10.28| 0.04|  0.14| 0|SN |       |
003021|19 41 23.86|+40 21 44.5|13.02| 1.14| 7| 0|   1.74| 0.07|  0.45|94|SM |       |
004021|19 40 41.77|+40 19 46.4|13.03| 0.58| 3| 0|  12.68| 0.04|  0.14| 0|SN |       |
005021|19 41 18.64|+40 21 57.3|13.13| 0.93| 8| 0|-196.19| 3.31| 21.90|  |BLN|       |
006021|19 41 48.63|+40 03 27.2|13.30| 1.21| 4| 0|  -0.70| 0.27|  1.17|17|SN |       |
007021|19 40 35.69|+40 05 03.8|13.77| 1.25| 1| 2|   2.59| 0.29|  0.67|95|SM |       |
009021|19 41 46.85|+40 20 26.5|14.19| 0.87| 4| 0|   9.09| 0.16|  0.68| 0|SN |       |
010021|19 42 10.78|+40 13 04.5|14.25| 0.73| 3| 0| -33.25| 0.13|  0.48| 0|SN |       |
011021|19 42 11.50|+40 11 38.5|14.33| 0.59| 3| 0|   4.17| 0.21|  0.75|81|SM |       |
012021|19 42 08.98|+40 08 56.1|14.33| 1.04| 3| 0| -15.88| 0.22|  0.79| 0|SN |       |
013021|19 41 59.11|+40 05 30.2|14.54| 1.14|16| 0| -17.37| 1.25| 12.11|  |BLN|       |
014021|19 41 56.48|+40 18 47.3|14.64| 0.58| 3| 0|   8.04| 0.17|  0.61| 0|SN |       |
015021|19 40 47.77|+40 20 21.7|14.65| 1.19| 3| 0| -51.83| 0.16|  0.56| 0|SN |       |
016021|19 40 33.12|+40 05 56.9|14.73| 0.49| 9| 0|  -0.27| 4.40| 31.10|  |BU |       |
017021|19 41 32.98|+40 21 32.3|14.72| 0.61|11| 0| -12.97| 0.11|      |  |BN |-13.060|SB2
018021|19 40 40.89|+40 19 20.3|14.76| 1.49| 3| 0| -50.63| 0.27|  0.97| 0|SN |       |
019021|19 40 25.34|+40 14 35.3|14.86| 0.61| 8| 0|   2.64| 0.17|  1.10|95|SM |       |
020021|19 41 12.54|+40 21 51.2|14.91| 0.88| 4| 0| -39.19| 0.17|  0.73| 0|SN |       |
021021|19 42 08.55|+40 15 34.6|14.95| 1.05| 4| 0|   2.55| 0.20|  0.87|95|SM |       |
022021|19 41 55.95|+40 04 21.6|15.01| 0.77| 3| 0| -22.82| 0.23|  0.82| 0|SN |       |
023021|19 40 38.27|+40 18 55.6|15.03| 1.12| 3| 0|  12.71| 0.18|  0.63| 0|SN |       |
024021|19 42 05.18|+40 07 31.4|15.07| 0.60| 3| 0| -10.28| 0.25|  0.87| 0|SN |       |
025021|19 42 08.27|+40 08 02.8|15.07| 1.12| 3| 0| -34.67| 0.33|  1.16| 0|SN |       |
026021|19 41 15.32|+40 01 46.7|15.11| 1.13| 3| 0|  22.20| 0.37|  1.32| 0|SN |       |
027021|19 40 31.03|+40 06 26.6|15.19| 0.59| 3| 0|   0.94| 0.35|  1.24|88|SM |       |
028021|19 40 47.53|+40 03 20.4|15.22| 0.59| 4| 0|   5.24| 0.22|  0.96|26|SN |       |
029021|19 41 49.77|+40 20 09.8|15.27| 0.65| 3| 0|  -9.28| 2.31|  8.17|  |BLN|       |
030021|19 41 48.77|+40 03 09.9|15.26| 1.72| 9| 0| -48.04| 1.74| 12.32|  |BLN|       |
031021|19 41 07.35|+40 01 42.1|15.28| 0.72| 6| 0|  -8.03| 0.59|  3.31| 0|SN |       |
032021|19 42 10.87|+40 12 43.3|15.30| 0.47| 5| 0| -41.50| 0.61|      |  |SN |       |Rapid rotator
033021|19 42 07.86|+40 08 06.8|15.31| 0.73| 3| 0|  -7.22| 0.15|  0.53| 0|SN |       |
034021|19 41 15.15|+40 01 32.0|15.30| 0.72| 4| 0| -39.11| 0.25|  1.07| 0|SN |       |
035021|19 41 45.50|+40 20 42.7|15.38| 1.10| 3| 0| -99.30| 0.31|  1.08| 0|SN |       |
036021|19 41 57.99|+40 04 45.2|15.42| 0.70| 3| 0| -47.67| 0.22|  0.77| 0|SN |       |
037021|19 40 32.22|+40 06 17.2|15.43| 0.72| 4| 0| -17.66| 0.31|  1.33| 0|SN |       |
038021|19 41 45.84|+40 02 54.8|15.48| 0.97| 3| 0| -39.71| 0.58|  2.04| 0|SN |       |
041021|19 41 41.97|+40 21 10.4|15.70| 0.73| 2| 0| -23.62| 0.23|      |  |U  |       |
043021|19 40 42.20|+40 03 59.0|15.77| 0.59| 3| 0|   0.72| 0.11|  0.37|85|SM |       |
044021|19 41 30.89|+40 21 51.3|15.74| 0.69| 3| 0|-134.17| 8.68| 30.68|  |BLN|       |
045021|19 40 25.92|+40 09 00.4|15.81| 0.67| 6| 0|  22.48| 1.24|  6.95|  |BLN|       |
046021|19 40 42.93|+40 19 51.5|15.78| 0.69| 3| 0| -19.62| 0.17|  0.61| 0|SN |       |
047021|19 42 00.29|+40 05 39.4|15.88| 0.67| 4| 0|  -3.64| 0.45|  1.95| 0|SN |       |
049021|19 41 02.70|+40 21 31.8|15.90| 0.63| 3| 0| -29.86| 0.15|  0.52| 0|SN |       |
051021|19 42 09.28|+40 14 10.8|16.05| 0.67| 3| 0|  28.41| 0.20|  0.69| 0|SN |       |
052021|19 41 21.06|+40 22 09.6|16.07| 0.59| 8| 0|   2.21| 0.34|  2.25|95|SM |       |
054021|19 40 26.58|+40 08 20.6|16.14| 0.67|26| 0|  -4.87| 0.32|  3.97| 0|SN |       |
056021|19 40 38.26|+40 05 05.0|16.20| 0.63| 3| 0|   1.81| 0.37|  1.32|94|SM |       |
057021|19 41 33.59|+40 21 23.5|16.18| 0.63| 5| 0|   1.74| 0.59|  2.96|94|SM |       |
058021|19 40 24.77|+40 12 08.2|16.23| 0.64|10| 0|   2.55| 0.27|  2.01|95|SM |       |
060021|19 40 31.24|+40 16 41.0|16.25| 0.65|11| 0|   3.53| 0.30|  2.41|91|SM |       |
063021|19 40 44.99|+40 19 54.5|16.33| 0.73| 3| 0|  38.12| 0.93|  3.29| 0|SN |       |
064021|19 41 35.31|+40 21 38.2|16.32| 0.73| 4| 0| -11.84| 0.47|  2.02| 0|SN |       |
066021|19 40 37.01|+40 18 46.7|16.36| 0.77| 2| 0|-156.80| 0.05|      |  |U  |       |
070021|19 40 31.50|+40 06 53.0|16.41| 0.60| 2| 0| -19.70| 0.27|      |  |U  |       |
002022|19 42 13.17|+40 14 13.0|12.15| 0.43| 9| 0|  11.85| 2.37| 16.76|  |BU |       |
003022|19 40 48.32|+40 02 28.9|13.10| 0.41| 8| 1|   2.35| 0.28|      |95|SM |       |Rapid rotator
004022|19 41 41.56|+40 02 02.7|13.19| 0.51| 4| 0|  10.96| 0.09|  0.38| 0|SN |       |
005022|19 41 32.08|+40 01 19.2|13.81| 0.65| 3| 0| -36.59| 0.21|  0.73| 0|SN |       |
006022|19 42 13.45|+40 13 59.2|13.85| 0.53| 3| 0|  -8.18| 0.80|      |  |SN |       |Rapid rotator
007022|19 42 13.07|+40 10 09.9|13.92| 0.88| 3| 0|  15.05| 0.13|  0.44| 0|SN |       |
009022|19 42 14.32|+40 13 19.4|14.14| 1.58| 4| 0|  -3.17| 0.22|  0.97| 0|SN |       |
010022|19 40 43.41|+40 20 23.6|14.21| 0.69|19| 0| -18.31| 0.04| 35.05| 0|BN | -8.206|SB1
011022|19 41 19.29|+40 00 58.0|14.34| 1.31| 4| 0| -35.19| 0.12|  0.53| 0|SN |       |
012022|19 41 59.58|+40 05 00.3|14.59| 0.73| 7| 0|   1.83| 0.06|  0.35|94|SM |       |
013022|19 40 21.52|+40 10 57.4|14.59| 0.60| 4| 0| -41.70| 0.11|  0.46| 0|SN |       |
014022|19 40 58.50|+40 01 33.3|14.76| 0.44| 3| 0| -12.00| 0.50|  1.78| 0|SN |       |
015022|19 42 01.78|+40 18 25.6|14.88| 0.80| 3| 0|  17.78| 0.06|  0.22| 0|SN |       |
016022|19 42 13.23|+40 09 52.5|14.97| 0.67|13| 0|  19.72| 0.02| 29.55| 0|BN | 13.076|SB1
018022|19 42 07.33|+40 06 38.3|15.08| 0.75| 9| 0| -16.48| 0.16|  1.13| 0|SN |       |
019022|19 42 10.07|+40 07 38.0|15.09| 1.21| 3| 0| -29.97| 0.19|  0.69| 0|SN |       |
020022|19 42 10.18|+40 08 28.5|15.10| 1.06| 4| 0|  -0.87| 0.06|  0.24|11|SN |       |
021022|19 42 10.44|+40 14 46.3|15.12| 0.62| 6| 0|   3.88| 0.34|  1.89|87|SM |       |
022022|19 40 22.24|+40 08 48.8|15.16| 0.59| 6| 0|   3.05| 0.07|  0.40|94|SM |       |
023022|19 41 23.80|+40 00 57.5|15.19| 0.62|16| 0|   2.73| 0.25|  2.39|95|SM |       |
024022|19 41 44.29|+40 21 04.2|15.21| 0.76| 4| 0|   6.09| 0.35|  1.53| 2|SN |       |
025022|19 42 07.17|+40 17 17.2|15.27| 0.64| 3| 0| -21.67| 0.17|  0.60| 0|SN |       |
026022|19 40 27.89|+40 06 48.7|15.34| 1.22| 5| 0| -49.00| 0.69|  3.45| 0|SN |       |
028022|19 40 27.06|+40 07 08.9|15.36| 0.57| 6| 0|   1.09| 0.28|  1.57|90|SM |       |
029022|19 40 24.96|+40 16 02.6|15.35| 0.80| 8| 0| -29.24| 2.05| 13.58|  |BLN|       |
030022|19 41 03.34|+40 01 38.2|15.38| 0.72| 3| 0| -78.49| 0.23|  0.81| 0|SN |       |
031022|19 40 53.94|+40 21 44.3|15.42| 1.07| 3| 0| -28.21| 0.08|  0.28| 0|SN |       |
032022|19 40 30.94|+40 05 22.3|15.45| 0.68| 3| 0| -19.25| 0.27|  0.96| 0|SN |       |
033022|19 40 36.06|+40 18 56.2|15.47| 0.55| 1| 0|   3.16| 0.40|      |  |U  |       |
034022|19 42 06.96|+40 06 23.5|15.50| 0.66| 3| 0| -39.43| 0.08|  0.28| 0|SN |       |
035022|19 41 38.07|+40 21 57.2|15.48| 1.40| 3| 0| -48.99| 0.23|  0.82| 0|SN |       |
037022|19 41 46.42|+40 21 05.2|15.53| 0.61| 3| 0|  -4.88| 0.43|  1.51| 0|SN |       |
038022|19 41 11.80|+40 01 07.4|15.61| 0.59| 3| 0|   1.88| 0.53|  1.86|95|SM |       |
039022|19 40 37.30|+40 19 19.0|15.64| 0.62| 3| 0|  -4.20| 0.08|  0.27| 0|SN |       |
041022|19 42 07.06|+40 16 29.4|15.73| 0.73| 3| 0|  -5.59| 0.32|  1.13| 0|SN |       |
044022|19 42 13.03|+40 10 24.1|15.93| 0.60| 6| 0|   2.09| 0.22|  1.24|95|SM |       |
045022|19 41 25.22|+40 01 04.8|15.97| 0.64| 3| 0|   3.07| 0.77|  2.72|94|SM |       |
049022|19 42 12.31|+40 08 38.6|16.10| 0.72| 3| 0|  10.61| 0.07|  0.24| 0|SN |       |
052022|19 41 19.51|+40 01 05.4|16.15| 0.74| 2| 0| -56.28| 0.93|      |  |U  |       |
056022|19 41 54.74|+40 19 58.3|16.19| 0.60| 3| 0|   0.36| 0.11|  0.38|74|SM |       |
060022|19 42 04.40|+40 05 27.3|16.29| 0.70| 4| 0| -10.67| 0.34|  1.46| 0|SN |       |
062022|19 41 46.32|+40 02 28.5|16.31| 0.76| 3| 0| -26.69| 4.37| 15.44|  |BLN|       |
078022|19 41 03.26|+40 01 17.3|16.47| 0.74| 4| 0|   8.61| 0.69|  2.99| 0|SN |       |
008023|19 41 51.56|+40 02 40.6|13.56| 0.86| 3| 0|  -0.90| 0.24|  0.86|10|SN |       |
009023|19 42 00.37|+40 03 53.0|13.68| 1.68| 5| 0|  -9.15| 0.07|  0.34| 0|SN |       |
010023|19 42 14.27|+40 14 10.6|13.74| 0.72| 3| 0|  13.29| 0.07|  0.26| 0|SN |       |
011023|19 41 56.46|+40 19 54.3|14.13| 0.59| 8| 0| -18.57| 0.73|  4.85|  |BLN|       |
012023|19 41 21.26|+40 00 28.3|14.19| 0.62| 9| 0|   2.31| 0.50|  3.54|95|SM |       |
013023|19 40 28.58|+40 05 32.3|14.20| 0.70| 4| 0| -10.15| 0.64|  2.77| 0|SN |       |
014023|19 41 06.02|+40 00 36.1|14.26| 0.63| 4| 0| -13.80| 0.43|  1.87| 0|SN |       |
015023|19 40 41.81|+40 03 04.7|14.28| 0.51| 5| 0| -67.13| 0.17|  0.87| 0|SN |       |
016023|19 40 35.15|+40 04 01.4|14.51| 0.52| 3| 0|   5.83| 0.26|  0.93| 5|SN |       |
018023|19 40 35.72|+40 20 03.4|14.58| 1.35| 3| 0|-160.40| 0.05|  0.16| 0|SN |       |
019023|19 42 14.88|+40 14 15.1|14.67| 0.80| 3| 0| -11.60| 0.07|  0.23| 0|SN |       |
020023|19 41 46.36|+40 21 29.8|14.70| 1.34| 3| 0| -49.33| 0.41|  1.44| 0|SN |       |
021023|19 40 33.83|+40 04 27.4|14.81| 0.72| 5| 0|  18.79| 0.23|  1.14| 0|SN |       |
022023|19 41 43.80|+40 01 47.3|14.81| 1.33| 3| 0| -57.19| 0.27|  0.96| 0|SN |       |
023023|19 42 16.38|+40 11 34.5|14.82| 0.62| 3| 0|  16.88| 0.19|  0.66| 0|SN |       |
024023|19 41 46.32|+40 02 06.4|15.00| 0.78| 4| 0|  10.30| 0.23|  1.01| 0|SN |       |
025023|19 41 13.92|+40 00 44.2|15.08| 0.55| 3| 0|   5.75| 0.25|  0.88| 7|SN |       |
027023|19 42 12.40|+40 15 59.5|15.13| 0.97| 4| 0|   2.54| 0.33|  1.43|95|SM |       |
028023|19 42 15.66|+40 12 59.4|15.20| 1.06| 3| 0| -10.53| 0.24|  0.85| 0|SN |       |
029023|19 41 57.89|+40 19 50.2|15.22| 1.13| 3| 0| -43.65| 0.38|  1.36| 0|SN |       |
030023|19 41 07.45|+40 00 33.5|15.21| 0.61| 3| 0| -31.22| 0.20|  0.71| 0|SN |       |
031023|19 42 13.53|+40 15 52.1|15.21| 0.63| 5| 0|   2.12| 0.19|  0.97|95|SM |       |
032023|19 40 54.90|+40 01 07.8|15.24| 0.48|20| 0|   2.47| 0.43|  4.70|  |BLM|       |
033023|19 40 33.34|+40 19 14.4|15.25| 0.64|15| 0|  11.13| 0.63|  5.93|  |BLN|       |
034023|19 40 23.82|+40 16 53.2|15.33| 0.60| 9| 0|   2.43| 0.17|  1.19|95|SM |       |
035023|19 42 09.81|+40 06 37.3|15.38| 1.16| 3| 0| -24.81| 0.23|  0.80| 0|SN |       |
036023|19 40 23.29|+40 06 48.2|15.47| 0.56|16| 0|  -1.07| 0.40|  3.87| 6|SN |       |
037023|19 40 25.61|+40 17 12.6|15.49| 0.72| 4| 0| -41.61| 0.25|  1.10| 0|SN |       |
038023|19 42 13.77|+40 09 04.0|15.48| 0.71| 3| 0| -36.89| 0.27|  0.95| 0|SN |       |
039023|19 40 36.86|+40 20 08.4|15.53| 0.78| 3| 0|  -1.25| 0.31|  1.10| 3|SN |       |
040023|19 40 54.91|+40 01 14.1|15.53| 0.61| 4| 0|  -8.01| 0.18|  0.78| 0|SN |       |
041023|19 41 45.89|+40 21 31.3|15.51| 0.60| 7| 0|  -5.09| 0.61|  3.74| 0|SN |       |
042023|19 40 28.52|+40 05 13.4|15.66| 0.53| 3| 0| -36.19| 2.17|      |  |BLN|       |Rapid rotator
043023|19 41 41.68|+40 01 25.8|15.65| 0.61| 8| 0|  -1.92| 0.17|  1.09| 0|SN |       |
045023|19 41 43.79|+40 21 56.3|15.72| 0.68| 5| 0|  18.12| 0.64|  3.19| 0|SN |       |
046023|19 41 58.66|+40 04 05.2|15.72| 0.57| 2| 0|  -8.57| 0.18|      |  |U  |       |
047023|19 41 51.82|+40 02 31.4|15.75| 0.60| 3| 0|   0.79| 0.24|  0.86|86|SM |       |
048023|19 42 14.91|+40 13 51.4|15.77| 0.74| 8| 0| -12.58| 0.46|  3.02| 0|SN |       |
049023|19 42 15.26|+40 09 19.9|15.76| 0.63| 6| 0|   2.51| 0.24|  1.34|95|SM |       |
051023|19 41 14.50|+40 00 38.5|15.77| 0.69| 3| 0| -50.42| 0.58|  2.04| 0|SN |       |
055023|19 42 15.30|+40 12 10.9|15.89| 0.73| 3| 0| -21.63| 0.09|  0.32| 0|SN |       |
057023|19 42 08.92|+40 06 34.0|15.97| 0.79| 8| 0| -25.33| 0.98|  6.49|  |BLN|       |
058023|19 41 10.80|+40 00 47.1|15.99| 0.40| 1| 0| -61.91| 0.40|      |  |U  |       |
060023|19 40 38.46|+40 20 26.8|16.08| 0.73| 4| 0| -18.87| 1.22|  5.30|  |BLN|       |
061023|19 41 21.28|+40 00 33.3|16.08| 0.71| 3| 0|  -3.34| 0.38|  1.34| 0|SN |       |
062023|19 42 06.39|+40 18 28.0|16.09| 0.64| 3| 0|  14.06| 0.33|  1.16| 0|SN |       |
065023|19 42 15.02|+40 12 35.3|16.10| 0.71| 3| 0| -28.95| 0.30|  1.05| 0|SN |       |
067023|19 40 47.37|+40 21 17.9|16.17| 0.68| 3| 0| -13.37| 0.02|  0.08| 0|SN |       |
069023|19 42 10.61|+40 16 03.3|16.28| 0.79| 3| 0|  34.61| 0.42|  1.49| 0|SN |       |
071023|19 42 11.64|+40 07 49.5|16.28| 0.76| 6| 0| -12.96| 0.43|  2.42| 0|SN |       |
075023|19 42 16.29|+40 09 25.0|16.33| 0.62| 3| 0|  -3.18| 0.25|  0.90| 0|SN |       |
077023|19 42 15.29|+40 12 33.0|16.35| 0.80| 9| 0| -29.05| 1.09|  7.72|  |BLN|       |
086023|19 40 35.11|+40 03 38.6|16.48| 0.77| 3| 0|   9.28| 0.30|  1.05| 0|SN |       |
007024|19 41 19.03|+39 59 47.6|12.98| 0.72|10| 0|  -8.04| 0.11|  0.84| 0|SN |       |
008024|19 42 08.32|+40 05 11.5|13.06| 0.73| 3| 0| -25.92| 0.63|  2.23| 0|SN |       |
009024|19 41 54.38|+40 02 09.7|13.51| 1.09|12| 0|   1.85| 0.36|  2.99|94|SM |       |
011024|19 42 04.84|+40 19 27.2|13.67| 0.66| 3| 0| -19.62| 0.06|  0.22| 0|SN |       |
013024|19 40 22.85|+40 06 00.8|13.86| 1.64| 3| 0| -52.53| 0.95|  3.37| 0|SN |       |
